case_identifier,pp_primary16_2016,pp_demprim16_2016,pp_repprim16_2016,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,race_other_baseline,educ_baseline,child18_baseline,child18num_baseline,job_baseline,employstat2_baseline,industry_baseline,occupationcat_baseline,presvote16post_2016
123407441,2,,1,29,63368,1941,1,1,,2,2,,,3,71,5,2
123421619,3,,,5,72653,1960,2,1,,3,2,,,7,,9,
123424658,3,,,19,50266,1948,1,1,,3,2,,,5,,3,1
123426782,2,,1,42,16428,1948,1,1,,2,2,,,5,,8,2
123431984,1,2,,41,97401,1990,1,6,,2,2,,2,,,10,
123437126,2,,5,16,83434,1958,2,1,,2,2,,,1,61,12,2
123441044,1,1,,37,27823,1957,2,2,,2,1,1,,6,,9,1
123441323,1,1,,22,70438,1985,2,2,,5,1,1,,4,,11,1
123444266,3,,,13,30337,1972,1,1,,2,1,3,,1,23,12,2
123446543,2,,1,6,92240,1960,1,1,,3,1,1,,3,23,5,2
123450854,1,2,,42,16153,1941,1,1,,2,2,,,5,,3,2
123452303,2,,3,53,99224,1950,2,1,,3,2,,,5,,6,2
123457544,2,,1,6,90650,1958,1,1,,4,2,,,1,62,1,2
123464480,2,,2,25,1035,1933,1,1,,6,2,,,5,,1,6
123467756,3,,,35,87114,1953,2,3,,2,2,,,7,,11,2
123468668,1,2,,12,33880,1959,1,1,,3,2,,,2,44,4,1
123470192,1,2,,50,5403,1954,1,1,,2,1,1,,4,,11,1
123479930,1,1,,26,48840,1946,2,1,,6,2,,,5,,8,1
123483995,3,,,11,20011,1982,1,4,,6,2,,,1,92,1,1
123488780,1,1,,5,72118,1971,1,2,,6,1,1,,3,54,1,1
123488840,4,,,23,4769,1959,2,1,,2,1,1,,6,,12,2
123492932,1,1,,25,2746,1951,2,1,,2,2,,,3,52,6,2
123494636,2,,3,40,74037,1950,2,1,,3,2,,,7,,9,2
123498233,1,1,,45,29506,1947,1,2,,,2,,,5,,,1
123507854,1,2,,42,17315,1973,2,1,,4,1,1,,7,,9,1
123510095,3,,,40,78133,1963,1,1,,3,2,,,3,23,1,2
123511412,3,,,39,45449,1953,2,1,,3,2,,,1,44,4,1
123513671,1,1,,37,27606,1979,1,2,,5,2,,,1,81,3,1
123514670,2,,2,45,29732,1988,2,1,,6,2,,1,,,10,1
123515120,3,,,48,76120,1980,2,6,,2,2,,,1,44,4,
123530282,3,,,36,10543,1963,2,1,,3,2,,,3,71,5,1
123533330,3,,,6,92630,1926,2,1,,3,2,,,3,52,6,2
123545222,1,1,,6,94806,1966,1,1,,5,2,,,1,44,4,1
123545339,2,,3,42,16417,1959,2,5,,3,2,,,7,,9,2
123550403,1,2,,25,2703,1961,1,1,,2,2,,,1,92,12,2
123563477,2,,4,13,30024,1964,2,1,,5,1,2,,1,81,6,2
123564173,2,,1,44,2904,1970,2,1,,2,2,,,7,,9,2
123565682,3,,,39,45805,1955,1,2,,3,2,,,4,,11,1
123588842,2,,1,42,16879,1979,2,1,,4,1,2,,7,,9,2
123618692,2,,2,4,85735,1942,2,7,"German, Irish, American Indian",3,2,,,5,,8,2
123634421,3,,,32,89508,1967,2,1,,5,1,2,,2,81,2,2
123640745,1,2,,21,40359,1951,2,1,,5,2,,,5,,8,2
123667865,3,,,36,10580,1994,2,1,,1,2,,3,,,10,1
123696458,2,,4,4,85127,1955,2,1,,6,2,,,8,,2,2
123717992,3,,,8,80104,1968,2,3,,3,1,3,,7,,9,1
123718691,2,,1,22,70809,1939,1,1,,3,2,2,,5,,1,2
123724805,3,,,44,2809,1943,2,1,,2,2,,,2,81,4,2
123725744,3,,,6,92131,1949,2,1,,5,2,,,5,,1,2
123737087,3,,,16,83815,1967,1,1,,2,1,2,,3,81,5,
123738023,3,,,20,66901,1958,2,1,,3,2,,,1,51,1,1
123741059,1,1,,53,98409,1942,1,2,,3,2,,,6,,8,1
123751304,1,1,,6,96051,1962,1,1,,3,2,,,2,72,2,1
123754850,2,,1,29,63031,1952,1,1,,5,2,,,3,81,5,2
123762734,2,,4,16,83823,1959,2,1,,2,2,,,3,11,5,2
123765851,4,,,45,29388,1971,2,1,,2,1,1,,7,,9,
123771494,3,,,37,28327,1937,1,7,Does it really matter?,1,2,,,3,52,1,2
123775745,2,,2,50,5462,1951,2,1,,2,2,,,7,,9,2
123777914,2,,3,45,29418,1948,1,1,,2,2,,,5,,8,2
123780695,2,,1,41,97229,1987,2,1,,5,1,3,,1,81,3,2
123789437,2,,2,48,78209,1961,1,1,,2,1,2,,1,31,1,2
123794576,3,,,39,43230,1988,2,1,,4,2,,3,,,11,1
123803465,2,,3,47,37877,1961,1,1,,4,1,1,,1,31,7,2
123805559,2,,1,8,81635,1936,2,1,,2,2,,,2,62,12,
123830936,2,,3,42,18640,1959,2,1,,2,2,,,7,,9,2
123834650,2,,1,53,98604,1960,2,1,,2,2,,,7,,9,2
123837788,1,2,,19,52241,1983,1,6,,3,2,,,1,92,1,1
123841379,3,,,53,99223,1966,2,1,,4,2,,,1,44,4,2
123842816,2,,1,36,12205,1941,1,1,,2,2,,,5,,8,2
123854498,3,,,6,92024,1929,1,7,Euro-American,6,2,,,5,,2,2
123855926,2,,6,4,85534,1960,2,1,,3,2,,,7,,9,4
123856346,3,,,6,91326,1963,1,8,,6,1,2,,1,54,3,1
123856958,2,,3,12,32038,1977,1,1,,3,1,1,1,,,1,2
123867407,1,2,,33,3820,1931,2,1,,1,2,,,5,,8,2
123867413,2,,1,6,92399,1954,1,3,,4,2,,,1,81,2,2
123868055,2,,1,42,19111,1964,1,1,,2,1,1,,1,81,6,2
123868430,3,,,48,77034,1952,2,1,,2,2,,,8,,4,2
123868544,1,2,,6,90755,1965,2,2,,4,2,,,1,54,6,1
123874052,2,,1,13,30046,1963,1,1,,3,2,,,1,23,1,2
123877304,4,,,18,47201,1982,2,4,,6,1,1,,2,61,7,1
123893228,2,,1,18,47130,1959,1,1,,3,2,,,1,31,1,2
123896705,3,,,55,54935,1980,2,1,,2,2,,,6,,9,1
123923816,2,,3,39,44035,1966,2,1,,5,2,,,3,54,5,2
123923831,2,,1,4,85710,1956,2,1,,2,2,,,1,81,1,2
123942518,3,,,39,44221,1980,2,1,,4,2,,,1,62,6,1
123950726,3,,,26,48843,1954,2,1,,3,2,,,5,,8,2
123956186,2,,1,34,8226,1967,2,1,,2,,,,1,72,6,2
124002710,3,,,2,99654,1968,2,6,,4,1,1,,1,54,1,3
124005107,1,1,,6,94015,1984,2,1,,5,2,,,7,,9,1
124006076,2,,1,48,75965,1947,1,1,,2,1,6,,5,,3,2
124013378,1,2,,19,52402,1937,1,1,,3,2,,,5,,8,2
124024631,3,,,11,20009,1963,1,1,,3,2,,,1,44,2,
124041209,2,,1,40,74135,1947,1,5,,4,2,,,5,,8,2
124044179,2,,2,39,45656,1984,1,1,,5,2,,,2,54,12,2
124054583,1,1,,37,28376,1959,2,2,,3,2,,,2,61,12,1
124057400,3,,,21,35184,1989,2,1,,2,1,2,,7,,9,
124058948,2,,1,13,31405,1961,1,1,,5,2,,,1,72,2,2
124059236,2,,1,39,45123,1963,1,1,,4,1,1,,1,92,1,2
124063370,1,1,,12,34653,1954,2,1,,6,2,,,3,54,5,1
124063928,2,,4,17,60068,1945,2,3,,6,2,,,5,,3,2
124065923,1,2,,39,44135,1958,1,1,,4,2,,,1,62,6,1
124066100,3,,,13,31632,1948,2,1,,2,2,,,6,,12,2
124077233,2,,2,6,91501,1964,2,1,,4,2,,,1,71,6,1
124100918,3,,,36,11953,1972,1,1,,5,2,,,1,54,1,
124107725,3,,,9,6460,1949,2,1,,3,2,,,2,42,4,1
124118477,3,,,40,73013,1946,1,3,,5,2,,,5,,8,2
124119515,3,,,6,91776,1937,1,1,,2,2,,,5,,8,7
124121582,2,,4,26,48111,1955,2,1,,4,2,,,4,,11,2
124122887,2,,1,51,24554,1944,1,1,,2,2,,,5,,3,2
124140626,2,,1,26,48380,1954,2,1,,2,2,,,2,44,12,2
124143497,2,,4,12,33175,1949,1,3,,5,2,,,5,,8,2
124149509,2,,1,42,18704,1960,1,1,,5,1,1,,3,42,5,2
124150412,2,,1,6,93401,1939,1,1,,2,2,,,5,,8,2
124155728,3,,,17,60470,1950,1,1,,3,2,,,1,52,5,1
124169504,3,,,33,3830,1961,1,1,,2,1,2,,3,81,1,
124189970,3,,,23,4038,1971,2,1,,5,1,2,1,,52,3,1
124190957,1,1,,5,72206,1959,2,2,,5,2,,,1,92,1,1
124199333,2,,1,6,92117,1964,1,1,,4,2,,,1,54,1,2
124202768,1,2,,13,30252,1960,1,1,,4,2,,,1,48,1,2
124204652,2,,1,51,22180,1965,2,1,,6,1,1,,2,81,6,2
124207748,3,,,48,75013,1971,2,2,,2,2,,,2,44,4,1
124211054,1,1,,53,98284,1976,2,1,,2,1,2,,7,,9,1
124213742,2,,1,25,2780,1964,1,1,,3,2,,,1,81,1,2
124215227,2,,1,6,92545,1932,2,1,,2,2,,,5,,4,2
124215803,1,2,,42,18974,1959,1,1,,5,2,,,3,61,5,2
124233791,2,,3,15,96826,1960,1,4,,5,1,2,,1,61,1,2
124236446,2,,3,22,71270,1954,1,1,,2,2,,,1,61,1,2
124237280,1,1,,13,30906,1955,2,2,,2,2,,,1,62,1,1
124243487,3,,,51,23803,1975,2,1,,2,1,1,,2,81,12,
124271018,2,,1,37,28766,1969,2,1,,5,2,,,7,,9,2
124297472,2,,3,37,27932,1961,1,1,,2,2,,,1,48,5,2
124310024,1,1,,6,91104,1982,1,3,,6,2,,,4,,1,1
124320413,2,,5,45,29201,1960,1,1,,5,2,,1,,51,1,2
124337447,2,,1,26,48038,1958,1,7,French/Native American,3,2,,,3,48,5,2
124344077,2,,3,8,80112,1955,1,1,,3,2,,1,,51,1,2
124344677,3,,,5,72668,1958,2,5,,1,2,,,7,,9,
124345505,2,,1,12,34286,1946,2,1,,2,2,,,5,,3,2
124351418,2,,1,12,32425,1961,1,1,,3,2,,,1,21,12,2
124360181,3,,,34,7070,1950,1,1,,5,2,,,3,52,5,2
124385138,3,,,8,80526,1940,2,1,,2,2,,,5,,8,6
124388060,2,,1,34,7920,1958,1,1,,6,1,1,,1,51,4,2
124393385,3,,,32,89118,1962,1,1,,3,1,2,,1,23,5,2
124397723,1,2,,25,1354,1936,2,1,,3,2,,,5,,8,1
124402349,3,,,17,60181,1935,2,1,,4,2,,,5,,8,1
124408778,3,,,22,70072,1964,1,1,,4,2,,,1,62,1,2
124428302,2,,1,37,28205,1960,1,1,,5,2,,,8,,11,2
124431038,2,,1,13,31548,1951,1,1,,4,2,,,5,,8,2
124432235,2,,3,20,67205,1948,1,1,,5,1,4,,6,,8,2
124440518,1,1,,13,30213,1948,2,2,,3,,,,,44,4,1
124443767,3,,,36,14020,1957,2,2,,4,2,,,1,61,6,1
124447754,3,,,12,32920,1948,2,1,,3,2,,,5,,8,1
124457546,2,,1,18,46979,1961,2,1,,2,1,1,,3,81,12,2
124467056,1,1,,11,20002,1964,2,2,,2,2,,,1,81,12,1
124470557,1,1,,32,89031,1942,1,2,,5,2,,,1,81,12,1
124486199,2,,5,41,97219,1952,1,1,,5,2,,,3,51,1,1
124489784,3,,,12,34116,1969,1,2,,4,1,3,,1,62,1,1
124496156,1,1,,4,85022,1962,2,4,,4,2,,,3,44,5,
124501799,1,4,,28,38655,1993,2,2,,3,2,,3,,,10,1
124503608,3,,,13,84037,1987,2,1,,5,1,1,,1,81,1,
124511459,2,,1,42,17847,1927,1,1,,1,2,,,5,,8,2
124523387,3,,,47,37771,1974,2,1,,2,2,,,4,,11,2
124525295,2,,1,32,89147,1960,1,1,,3,2,,,1,42,4,2
124529039,1,2,,42,15068,1963,2,2,,3,2,,,1,51,6,2
124529351,2,,1,42,18902,1966,2,1,,3,2,,,7,,9,2
124530167,3,,,34,7601,1983,1,1,,5,2,,,1,42,6,3
124531583,2,,3,48,75460,1962,2,1,,2,2,,,3,48,5,2
124533917,1,1,,6,94806,1946,2,1,,5,2,,,5,,8,1
124536794,2,,5,12,34481,1935,1,1,,6,2,,,5,,8,2
124537760,1,2,,6,95076,1946,2,1,,6,2,,,5,,1,2
124539110,4,,,6,92115,1965,1,4,,3,1,1,,3,44,4,2
124541351,2,,2,26,49246,1950,1,1,,5,2,,,3,23,1,2
124551824,2,,3,6,94587,1945,2,3,,2,2,,,6,,6,2
124573718,2,,2,39,43537,1975,1,3,,6,2,,,1,81,2,1
124591196,3,,,36,12601,1944,2,1,,3,2,,,6,,11,2
124603241,2,,1,18,46254,1954,1,1,,5,2,,,2,71,5,2
124604411,1,2,,34,8721,1965,2,1,,3,1,1,,7,,9,1
124604525,2,,1,21,41230,1964,1,1,,5,1,1,,3,52,2,2
124607087,2,,3,42,19026,1949,2,1,,3,2,,,1,81,3,2
124651460,1,1,,9,6704,1969,2,2,,2,1,1,,1,61,4,1
124651964,1,1,,16,83705,1956,2,1,,6,2,,2,,,12,1
124653347,1,1,,41,97124,1961,2,1,,5,2,,,1,11,6,1
124654301,1,1,,48,77530,1966,1,1,,2,2,,,6,,8,1
124654316,1,2,,42,19135,1958,1,1,,2,2,,,6,,8,2
124654931,1,2,,42,18702,1969,1,1,,5,2,,1,,92,3,1
124655276,2,,1,1,36502,1987,2,1,,1,2,,,4,,11,2
124659266,3,,,36,12309,1949,2,1,,2,2,,,1,61,6,1
124662824,1,2,,12,32839,1971,2,1,,4,2,,,3,71,1,1
124663235,1,2,,6,95685,1976,2,1,,3,1,3,,2,81,6,1
124667999,1,1,,13,30241,1964,2,2,,4,1,3,,6,,8,
124670306,2,,3,55,53585,1963,1,1,,5,2,,,1,31,1,2
124673957,2,,1,6,90249,1958,1,1,,4,2,,,1,51,1,2
124690025,1,2,,44,2864,1944,1,3,,2,2,,,5,,8,1
124703504,4,,,25,1852,1942,2,1,,4,2,,,5,,8,2
124717124,1,2,,24,20851,1973,1,2,,5,1,2,1,,,10,2
124719980,2,,3,30,59716,1965,2,1,,2,1,1,,2,23,6,2
124721396,1,2,,27,55424,1985,1,1,,3,2,,,1,44,6,1
124723184,1,1,,4,85015,1961,2,1,,4,1,2,1,,,1,
124723589,1,1,,36,10002,1960,2,3,,2,1,1,,7,,9,1
124727042,2,,4,48,75093,1951,1,1,,5,2,,,1,44,2,2
124731356,3,,,42,16157,1985,2,1,,2,2,,,7,,9,2
124733309,1,1,,6,92173,1950,2,1,,2,2,,,5,,8,1
124745852,1,1,,17,61604,1951,2,2,,3,2,,,2,62,6,1
124756964,1,1,,31,68516,1959,2,1,,3,2,,,1,92,6,1
124759001,4,,,12,34609,1961,2,1,,2,2,,1,,,,2
124759592,1,1,,36,11201,1956,1,1,,6,2,,,1,61,12,1
124762310,1,2,,4,85041,1952,2,2,,6,2,,,1,62,1,4
124763993,3,,,22,71108,1974,2,1,,2,1,2,,1,44,3,2
124774835,2,,1,47,37801,1967,1,1,,3,1,1,,3,44,4,
124786013,1,3,,6,92264,1952,1,1,,1,2,,,1,81,12,1
124787732,2,,3,47,38024,1943,2,1,,2,2,,,5,,3,2
124798637,1,1,,48,78748,1979,1,3,,5,2,,3,,,11,1
124813208,3,,,51,24151,1962,1,1,,2,2,,,3,11,12,2
124836485,3,,,36,14414,1990,1,1,,2,2,,,1,31,12,3
124844225,3,,,53,98531,1975,2,1,,3,2,,,3,51,1,2
124858493,4,,,39,44515,1971,2,1,,3,1,1,3,,,11,6
124875149,2,,1,15,96712,1947,1,1,,3,2,,,1,44,3,2
124881842,1,2,,12,33860,1979,1,8,,3,2,,,3,81,5,1
124899065,2,,1,42,19073,1950,2,1,,4,2,,,2,62,2,2
124922294,2,,1,6,95258,1948,1,1,,1,1,1,3,,,11,2
124924550,2,,1,13,31525,1950,2,1,,2,2,,,8,,11,2
124934588,2,,3,12,34772,1946,1,1,,2,2,,,5,,8,2
124947836,1,1,,6,93551,1964,2,1,,5,2,,,1,61,1,1
124948757,2,,1,22,71104,1954,1,1,,6,2,,,5,,8,2
124966745,1,1,,25,2746,1988,1,1,,5,2,,3,,,10,2
124966964,2,,2,45,29609,1980,1,1,,6,2,,,1,61,1,1
124969982,2,,1,28,39648,1969,2,1,,4,1,1,,4,,11,2
124978046,2,,3,12,33596,1947,2,1,,6,2,,,5,,8,2
124981127,2,,1,21,40065,1961,2,1,,2,2,,,6,,12,2
124988867,4,,,1,35160,1990,2,1,,2,1,1,,7,,9,2
124990040,1,1,,17,60620,1972,2,2,,2,1,2,,4,,11,2
124990331,1,1,,29,65807,1946,1,1,,4,2,,,1,44,4,1
125016026,2,,5,18,47404,1962,1,1,,2,2,,,2,72,4,6
125022287,3,,,19,52804,1959,2,1,,4,2,,,1,31,6,2
125022854,2,,1,12,33168,1952,2,1,,3,2,,,6,,9,2
125046149,2,,4,55,53406,1932,1,1,,1,2,,,5,,8,2
125058602,3,,,27,55123,1965,1,1,,6,1,2,,3,48,4,1
125059742,1,2,,12,33567,1934,1,1,,3,2,,,5,,8,1
125078543,1,2,,26,48708,1956,2,1,,3,2,,,4,,11,1
125104496,1,2,,39,43620,1942,1,1,,2,2,,,5,,8,1
125108255,4,,,26,49001,1988,2,1,,3,2,,,4,,11,1
125111963,2,,1,36,13317,1955,2,1,,3,2,,,1,31,3,2
125112224,3,,,47,37343,1954,1,1,,3,2,,,1,42,12,2
125115977,1,2,,21,42240,1974,2,1,,6,1,2,,1,62,1,1
125123720,1,3,,29,64136,1960,2,1,,3,2,,,3,44,5,1
125145938,2,,1,12,33771,1945,2,1,,3,2,,,5,,3,2
125156510,1,1,,6,93222,1956,2,1,,3,2,,,1,62,1,1
125158265,1,1,,48,78070,1956,2,1,,5,1,3,,1,71,2,1
125164688,3,,,12,33437,1947,2,1,,4,2,,,4,,3,1
125166992,1,1,,26,48224,1949,2,2,,6,2,,,1,61,1,1
125223056,1,1,,10,19966,1960,2,1,,5,2,,,1,92,12,1
125257706,1,2,,27,55117,1988,1,1,,6,2,,1,,,10,1
125261222,2,,6,29,63130,1932,2,2,,4,1,3,,5,,9,2
125304641,2,,1,44,2814,1965,2,1,,3,2,,,6,,11,2
125305763,3,,,39,44131,1970,1,1,,6,1,2,,1,31,1,2
125308175,3,,,48,77028,1980,2,2,,3,,,,4,,11,1
125316854,1,1,,6,94061,1971,1,4,,3,2,,,4,,11,1
125317229,2,,1,48,77388,1949,2,1,,5,2,,,5,,2,2
125323946,3,,,20,67217,1962,2,1,,2,2,,,6,,11,2
125344280,1,2,,42,16502,1982,2,1,,2,2,,,4,,11,1
125345327,2,,1,26,48168,1966,1,8,,5,1,3,,3,54,5,2
125352371,2,,1,4,85224,1959,1,3,,3,1,1,,1,81,1,2
125354798,2,,2,15,96734,1972,1,1,,3,2,,1,,52,3,3
125357033,2,,4,31,68105,1959,2,1,,3,1,1,,7,,9,2
125376839,3,,,20,66049,1961,1,1,,5,1,2,,1,52,6,3
125384225,3,,,37,28269,1952,2,1,,3,2,,,7,,9,2
125423975,1,2,,48,78214,1979,1,3,,3,2,,1,,61,1,1
125430218,3,,,36,11218,1972,1,4,,5,2,,,1,81,2,1
125435576,1,3,,11,20020,1968,2,2,,6,1,2,,1,61,12,2
125443328,1,1,,36,10032,1948,1,4,,2,2,,,5,,8,1
125463125,1,2,,6,92104,1949,1,1,,2,2,,,5,,11,
125468279,3,,,13,30021,1958,2,3,,3,2,,,1,81,6,1
125495702,3,,,41,97478,1951,2,1,,3,2,,,5,,6,2
125498621,1,2,,50,5661,1955,1,1,,4,2,,,1,92,3,1
125500307,2,,4,4,85757,1957,1,3,,2,2,,,1,48,1,6
125502992,3,,,39,44260,1965,1,1,,4,1,2,,2,81,12,2
125517311,2,,1,42,16601,1961,1,1,,2,2,,,6,,11,2
125521415,1,1,,42,16137,1954,1,1,,2,2,,,3,31,5,1
125529818,2,,2,51,20169,1962,1,1,,6,2,,,1,62,1,2
125534456,1,2,,17,60045,1933,2,1,,6,2,,,5,,8,1
125537306,2,,1,6,92128,1952,1,3,,3,2,,,1,44,12,2
125537816,2,,1,37,28023,1956,2,1,,4,2,,,1,72,6,2
125545907,1,1,,39,45202,1954,1,2,,2,2,,,2,23,1,1
125582321,1,2,,49,84103,1985,1,1,,5,2,,3,,,11,1
125588066,1,1,,45,29063,1983,2,1,,6,1,1,1,,61,1,1
125588885,2,,4,1,35801,1941,2,1,,3,2,,,5,,8,2
125597765,1,2,,51,22044,1993,1,6,,3,2,,2,,,12,1
125598119,1,2,,48,78602,1964,2,3,,4,2,,1,,61,6,1
125632643,2,,1,12,34207,1956,1,1,,3,1,1,,5,,1,2
125636945,3,,,48,77339,1951,2,1,,2,2,,,5,,8,1
125653748,2,,2,6,94530,1925,2,1,,4,2,,,5,,8,2
125656721,2,,1,34,7405,1969,1,1,,2,2,,,4,,11,2
125663066,2,,3,33,3835,1948,2,1,,3,2,,,5,,5,2
125680223,1,1,,47,37830,1953,1,1,,2,1,1,,5,,8,
125697575,1,2,,12,32578,1945,1,1,,3,2,,,5,,7,1
125700518,1,1,,22,70791,1965,2,1,,4,2,,,1,92,1,1
125725079,4,,,12,34744,1955,1,3,,2,2,,,6,,12,1
125725283,1,2,,37,28269,1962,2,3,,6,1,1,,1,61,1,1
125726069,1,2,,34,7024,1967,2,1,,3,2,,2,,,12,1
125727212,3,,,12,32244,1966,2,1,,3,2,,,7,,9,
125734889,3,,,34,7735,1947,1,3,,3,2,,,1,61,1,3
125735408,3,,,42,19072,1948,2,1,,2,2,,,1,62,1,1
125737226,1,1,,39,43613,1951,1,1,,3,2,,,5,,11,1
125737751,1,1,,26,49512,1955,1,2,,3,1,1,,1,31,1,1
125738708,3,,,55,53140,1981,2,1,,5,1,2,,4,,11,
125739404,2,,1,39,45239,1959,2,1,,4,2,,,6,,11,2
125743247,2,,1,41,97303,1928,1,1,,5,2,,,5,,1,2
125745068,3,,,36,10001,1978,2,4,,6,2,,,1,52,1,
125751965,1,1,,55,53218,1954,2,2,,2,2,,,6,,11,1
125754554,1,1,,28,39206,1960,2,2,,4,2,,,5,,8,1
125765537,2,,1,26,48326,1964,1,1,,5,1,3,,3,42,5,2
125784431,3,,,8,80117,1940,1,1,,2,2,,,5,,8,2
125788319,2,,2,37,27601,1977,1,1,,6,2,,3,,,10,6
125794601,3,,,23,4074,1942,1,1,,3,2,,,5,,8,2
125797700,1,2,,36,11222,1985,1,1,,5,2,,,1,71,1,1
125828189,1,2,,53,98370,1948,2,1,,5,2,,,3,52,5,1
125839322,1,1,,37,27604,1959,2,1,,5,1,1,,3,81,5,1
125841590,1,2,,13,30033,1977,2,1,,2,2,,,6,,9,6
125887403,3,,,41,97498,1939,2,1,,3,2,,,5,,8,2
125887757,2,,1,6,92154,1935,2,1,,2,2,,,5,,8,2
125900294,3,,,17,62204,1959,2,2,,3,2,,,2,81,12,1
125908091,2,,2,26,48413,1960,1,1,,3,2,,,2,31,1,2
125933108,2,,1,42,17331,1938,1,1,,2,2,,,5,,8,2
125975603,3,,,42,19512,1958,2,1,,4,2,,,3,81,5,2
125977166,1,1,,24,21087,1961,2,1,,3,2,,,2,81,12,1
125979257,2,,1,18,47362,1954,2,1,,5,2,,,1,61,12,2
125980856,3,,,48,79924,1963,2,1,,2,2,,,5,,8,
125987273,1,2,,6,93030,1949,1,1,,4,2,,,2,71,12,1
126010214,2,,1,13,30259,1964,1,1,,2,1,1,,3,23,5,2
126037958,2,,3,36,11763,1971,2,1,,6,1,2,,1,81,1,1
126038558,1,2,,36,11235,1952,2,1,,3,2,,,6,,11,1
126039869,1,1,,9,6365,1942,1,1,,2,2,,,5,,8,1
126072413,1,1,,53,98282,1970,1,1,,3,2,,,1,21,12,1
126074387,1,2,,38,58103,1976,1,1,,4,2,,,1,31,1,6
126087119,3,,,19,52235,1951,1,1,,2,2,,,1,31,1,1
126105881,2,,1,48,78247,1965,1,3,,5,2,,,1,31,2,
126119417,2,,1,6,91780,1962,2,1,,2,2,,,1,81,12,2
126149033,3,,,12,33004,1960,1,3,,4,1,2,,3,23,5,2
126201380,3,,,13,30047,1969,1,2,,3,2,,1,,,5,2
126209918,1,1,,17,60025,1976,2,3,,4,1,2,,7,,9,1
126229892,2,,3,5,72704,1958,1,2,,5,1,2,,1,61,1,2
126257906,1,1,,41,97068,1958,2,1,,2,2,,,1,62,6,1
126273452,1,1,,54,26757,1960,2,1,,2,2,,,6,,12,1
126295682,2,,1,4,85752,1954,2,1,__NA__,4,2,,,6,,9,2
126300368,3,,,6,90045,1956,1,3,,3,1,1,,1,54,3,2
126308567,3,,,2,99709,1963,2,1,,6,2,,1,,61,12,1
126312848,2,,3,13,31302,1951,2,1,,5,2,,,1,81,1,2
126315302,1,1,,39,44116,1934,2,1,,5,2,,,5,,8,1
126320909,3,,,51,23452,1966,2,1,,3,2,,,7,,9,2
126324443,2,,1,13,30171,1947,2,1,,2,2,,,5,,4,2
126336221,2,,3,26,48329,1956,2,1,,5,,,,2,61,1,2
126343088,1,2,,42,15601,1951,1,1,,5,2,,,5,,2,1
126347435,3,,,17,60067,1950,1,1,,5,2,,,3,44,5,2
126376676,2,,1,40,74962,1938,1,1,,6,2,,,5,,8,2
126377612,3,,,12,34233,1970,1,1,,2,1,1,,1,48,12,2
126379205,3,,,27,55417,1947,2,1,,2,2,,,5,,8,1
126381320,1,1,,6,94519,1941,1,1,,5,2,,,5,,2,1
126383000,2,,1,42,18824,1930,1,1,,2,2,,,5,,8,2
126388889,2,,1,28,39153,1955,1,1,,1,2,,,5,,12,2
126389855,3,,,19,50021,1946,2,1,,2,2,,,5,,8,1
126399998,2,,3,17,61611,1933,2,1,,2,2,,,,,8,2
126404228,2,,6,41,97470,1987,2,1,,1,2,,3,,,10,
126423761,4,,,32,89052,1941,2,1,,3,1,1,,7,,9,
126424007,3,,,19,50217,1967,1,1,,2,2,,,3,23,5,1
126431258,1,2,,51,23188,1959,1,1,,5,2,,,3,23,1,1
126437702,1,1,,45,29078,1952,2,2,,2,2,,,6,,8,1
126454028,4,,,49,84104,1953,2,1,,2,2,,,1,44,4,
126458273,1,1,,41,97601,1955,2,1,,3,2,,,4,,6,1
126465587,4,,,55,53045,1985,2,8,,6,2,,2,,,10,1
126469274,3,,,23,4901,1940,2,1,,2,2,,,5,,5,1
126471386,2,,1,34,7456,1948,1,1,,2,2,,,4,,11,2
126478583,2,,3,48,77577,1984,1,1,,5,2,,,1,61,1,2
126490472,3,,,46,57501,1945,1,7,Itailian American,2,2,,,5,,8,2
126504230,2,,1,49,84604,1936,1,1,,6,2,,,3,62,1,2
126504632,2,,1,48,76571,1949,1,1,,2,2,,,5,,8,2
126506183,3,,,4,85207,1964,1,3,,6,1,3,,1,61,1,6
126511382,2,,1,25,2351,1983,2,1,,3,1,1,,1,92,7,2
126512393,2,,4,25,2351,1980,1,1,,3,1,1,,1,81,7,2
126518531,1,1,,39,44720,1957,2,1,,4,2,,,6,,8,1
126555851,4,,,34,7731,1947,2,1,,3,2,,,5,,8,2
126566714,2,,3,51,23238,1956,1,1,,4,2,,,1,23,1,2
126574853,3,,,34,7630,1963,1,1,,5,1,2,,4,,11,2
126575894,3,,,6,93550,1960,2,1,,2,2,,,7,,11,1
126579944,2,,4,26,48823,1982,1,1,,5,2,,,1,31,3,6
126580208,1,2,,6,90247,1960,2,1,,3,2,,,1,81,12,1
126584936,3,,,6,93711,1954,1,1,,3,2,,,6,,11,1
126589850,2,,5,26,48911,1950,1,1,,5,2,,,5,,8,3
126589979,1,1,,48,75402,1973,1,1,,6,1,1,,1,61,1,1
126591290,2,,1,6,90605,1931,2,3,,3,2,,,5,,12,2
126591710,2,,1,6,94505,1955,1,3,,5,2,,1,,51,3,2
126598952,2,,1,12,33138,1950,1,1,,1,2,,,5,,12,2
126611708,1,2,,12,33068,1985,2,3,,3,2,,,4,,9,4
