case_identifier,pp_primary16_2016,pp_demprim16_2016,pp_repprim16_2016,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,race_other_baseline,educ_baseline,child18_baseline,child18num_baseline,job_baseline,employstat2_baseline,industry_baseline,occupationcat_baseline,presvote16post_2016
120379715,2,,4,12,32701,1961,1,1,,5,2,,,1,51,3,2
120393866,2,,3,42,19020,1964,1,1,,5,1,2,,1,92,1,2
120406784,1,1,,39,43125,1968,1,1,,3,1,3,,1,62,3,1
120408755,2,,1,6,92545,1941,2,1,,4,2,,,5,,1,2
120421940,1,2,,41,97391,1956,2,1,,5,2,,,2,72,6,4
120422555,2,,1,26,49451,1956,1,1,,3,2,,,1,54,2,2
120426119,2,,4,45,29941,1946,1,1,,5,2,,,5,,8,2
120428249,1,4,,53,99203,1966,1,1,,3,2,,,1,72,3,1
120428288,3,,,27,55106,1968,1,2,,2,2,,,1,81,12,6
120429857,1,1,,36,10474,1958,1,3,,2,2,,,5,,11,1
120431591,3,,,47,37055,1967,2,1,,3,1,1,,1,81,12,2
120434714,3,,,6,92505,1944,1,3,,1,2,,,5,,8,2
120435689,1,2,,36,11373,1983,1,1,,3,2,,,1,54,1,1
120444194,1,2,,39,45690,1946,1,1,,2,2,,,5,,,2
120444446,1,2,,24,20872,1940,2,1,,5,2,,,5,,1,2
120454217,3,,,13,30677,1980,2,1,,3,1,1,,1,44,6,1
120456344,4,,,25,2720,1990,2,1,__NA__,2,,,,,,,1
120457985,2,,1,13,30253,1954,2,1,,2,2,,,7,,11,2
120459332,1,1,,6,92114,1955,1,2,,4,2,,,5,,12,1
120471701,2,,1,34,8251,1943,2,1,,2,2,,,2,81,4,2
120485705,1,2,,1,36748,1974,1,1,,2,1,2,,1,48,1,2
120495245,2,,1,42,15068,1961,1,1,,2,2,,,1,72,3,2
120496055,2,,3,12,32034,1947,1,1,,3,2,,,3,81,5,2
120497450,1,2,,4,85138,1932,1,2,,5,2,,,5,,3,1
120497870,2,,4,32,89511,1950,1,1,,6,2,,,3,52,5,2
120501167,3,,,23,3909,1973,1,1,,3,2,,,4,,12,2
120507587,1,4,,5,72206,1962,2,2,,2,2,,,6,,9,
120508577,3,,,33,3833,1968,1,1,,3,2,,3,,,10,6
120511745,3,,,20,67546,1953,1,1,,2,2,,,2,72,12,4
120512168,2,,3,12,32536,1956,2,7,American of European desent,4,,,,8,,7,2
120527741,3,,,20,66061,1957,2,1,,3,2,,,3,71,5,2
120532505,3,,,12,33169,1977,1,2,,5,2,,3,,,10,4
120532604,1,1,,29,63134,1949,2,2,,5,1,2,,5,,8,1
120533630,1,1,,12,33917,1961,2,4,,6,2,,,1,62,9,1
120536741,2,,1,48,78722,1993,2,2,,2,2,,2,,,3,
120543881,2,,2,39,44820,1959,1,1,,3,2,,,1,31,12,2
120549284,1,2,,12,34653,1991,1,1,,3,2,,,4,,11,1
120562388,1,2,,17,60803,1940,2,1,,2,2,,,5,,8,1
120564863,2,,1,18,46303,1950,1,1,,3,2,,,2,23,1,2
120575570,2,,1,12,32778,1940,2,1,,2,2,,,4,,11,2
120591641,2,,4,1,36532,1931,2,1,,3,2,,,5,,8,2
120597164,1,2,,53,98108,1961,2,6,,3,2,,,3,11,5,4
120605606,3,,,34,8638,1977,2,1,,2,1,3,,7,,9,
120606011,3,,,36,12018,1973,2,1,,6,1,1,,4,,11,1
120606800,3,,,27,55398,1959,2,1,,2,1,1,,6,,9,2
120619274,1,1,,13,30038,1947,2,2,,2,2,,,5,,8,1
120625757,1,1,,12,32826,1962,2,1,,3,2,,,6,,8,1
120628478,1,2,,55,53214,1971,2,1,,6,2,,,2,61,1,1
120632669,2,,1,48,79935,1964,2,1,,5,2,,,3,44,5,2
120635462,2,,4,39,44116,1957,1,5,,4,1,1,,2,71,4,2
120649193,3,,,37,27604,1980,2,1,,4,2,,,1,62,1,2
120650180,2,,3,4,85142,1966,1,1,,2,2,,,,,11,2
120664757,2,,1,42,18411,1965,2,1,,,1,2,,7,,9,2
120668345,1,1,,21,40207,1959,2,1,,3,2,,,2,62,6,1
120670826,3,,,18,46220,1970,2,1,,4,2,,,1,92,12,1
120693848,2,,3,27,55346,1952,2,1,,5,2,,,2,61,6,2
120696767,2,,3,55,53593,1970,1,1,,6,1,2,,1,61,12,2
120709991,1,2,,25,1902,1960,2,1,,2,2,,,4,,11,1
120732959,1,2,,47,37923,1982,2,1,,6,2,,2,,,1,1
120746186,2,,1,36,11214,1966,1,1,,2,2,,,6,,11,2
120756338,1,2,,42,15241,1968,2,1,,5,1,2,,1,44,3,1
120788006,3,,,36,14532,1932,2,1,,2,2,,,5,,3,
120788864,2,,3,29,63379,1961,1,1,,2,2,,,4,,11,2
120789650,1,1,,17,60404,1959,1,2,,3,2,,,2,92,6,1
120801707,2,,1,39,44240,1960,2,1,,5,2,,,1,54,1,2
120807779,3,,,12,33186,1953,1,1,,4,2,,,3,23,5,2
120809024,3,,,47,37325,1953,2,1,,1,2,,,6,,12,2
120814466,1,4,,34,8015,1943,1,1,,3,2,,,5,,11,1
120817052,2,,1,48,75460,1948,1,1,,3,2,,,5,,8,2
120836168,3,,,36,11756,1956,1,1,,3,2,,,2,81,12,1
120837701,2,,2,39,44136,1961,2,1,,4,1,2,,7,,9,2
120859565,2,,4,48,78613,1945,1,1,,1,2,,,5,,3,2
120869675,1,1,,12,34689,1947,2,1,,3,2,,,5,,8,1
120870776,2,,5,12,34748,1946,2,1,,4,1,3,,5,,6,2
120879365,3,,,36,11217,1957,2,2,,2,2,,,4,,11,1
120883124,3,,,12,32503,1958,2,1,,,1,1,,3,81,12,
120886754,1,3,,19,51022,1959,1,1,,5,1,2,,1,48,12,2
120892067,2,,1,6,93030,1935,1,1,,2,2,,,5,,8,2
120892301,2,,1,37,28323,1979,1,1,,3,1,5,,1,23,1,2
120905453,3,,,34,8844,1956,1,1,,2,2,,,1,48,6,2
120907469,1,2,,19,52001,1956,1,1,,5,2,,,1,44,6,1
120916874,2,,1,18,47001,1963,1,1,,3,1,1,,1,31,1,2
120924509,3,2,,12,33406,1959,2,1,,2,1,1,,4,,11,
120930254,3,,,6,95206,1960,2,1,,4,2,,,4,,6,6
120941462,3,,,28,39180,1966,2,1,,2,2,,,5,,8,
120947165,1,2,,6,94070,1945,1,1,,6,2,,,5,,2,1
120952955,1,2,,6,92405,1986,2,7,caucasian...white doesn't cover our various skin tones.,5,2,,,2,61,12,1
120961286,1,1,,37,28412,1963,2,1,,6,2,,,1,62,3,1
120964211,1,1,,33,3303,1974,2,1,,3,2,,,1,54,6,1
120966245,1,2,,18,47711,1963,2,1,,2,1,1,,1,44,4,
120971168,3,,,6,93240,1946,2,1,,1,1,,,5,,8,
120979646,2,,4,26,48176,1945,1,1,,5,1,0,,5,,8,6
120982373,3,,,42,18447,1988,1,6,,3,2,,,1,31,12,1
120989351,2,,1,53,99208,1942,1,1,,2,2,,,5,,5,2
120991610,3,,,40,74107,1955,1,2,,4,2,,,1,51,4,1
120992525,3,,,12,34293,1968,2,1,,5,1,2,,3,54,1,2
120992591,2,,1,51,23060,1984,1,1,,6,2,,,4,,1,
120993647,3,,,50,5760,1962,2,1,,5,2,,,7,,9,
120995342,1,2,,39,44035,1932,2,2,,5,2,,,5,,8,1
120996809,2,,3,48,76244,1964,2,1,,3,1,3,,7,,9,2
120997898,3,,,29,65401,1965,2,1,,1,2,,,7,,9,2
121010756,2,,1,6,95927,1955,1,5,,3,2,,,4,,5,2
121017893,2,,2,12,32686,1939,2,1,,3,2,,,5,,8,1
121018127,1,1,,8,81001,1953,1,1,,2,2,,,6,,8,1
121032104,2,,1,34,7302,1968,1,3,,5,2,,,1,31,1,2
121036094,2,,2,6,92308,1925,2,1,,3,2,,,7,,9,2
121052339,2,,3,18,46234,1959,1,1,,2,2,,,6,,12,2
121065635,2,,1,36,11729,1984,1,1,,3,2,,,3,81,12,2
121067762,2,,1,37,27909,1956,1,6,,3,2,,,1,72,1,2
121089566,3,,,48,76020,1959,2,1,,4,2,,,7,,9,2
121098167,2,,3,9,6423,1951,1,6,,3,2,,,1,23,3,2
121107791,3,,,9,6066,1958,1,1,,4,1,1,,1,81,1,3
121117262,2,,3,53,98671,1961,1,1,,3,2,,,1,44,3,2
121146515,4,,,36,10308,1943,2,1,,2,2,,,5,,8,2
121146896,2,,1,12,32256,1940,1,1,,2,1,1,,5,,5,2
121148399,1,2,,17,60025,1953,2,1,,3,2,,,2,54,6,1
121151552,3,,,55,54448,1956,2,1,,2,2,,,2,48,1,
121154435,3,,,6,92345,1981,2,1,,5,1,2,,7,,9,1
121158704,1,1,,29,63128,1976,1,7,mexican,3,1,1,,1,23,12,1
121164212,2,,4,2,99508,1960,1,1,,3,2,,,1,92,12,2
121171742,1,2,,47,37075,1956,2,2,,4,2,,,1,62,1,1
121171865,3,,,48,77904,1947,1,3,,5,2,,,5,,8,2
121171883,3,,,13,30344,1957,2,2,,3,1,2,,2,81,12,1
121172198,3,,,41,91601,1951,2,1,,6,2,,,1,71,1,2
121173047,2,,1,51,23435,1939,2,1,,2,2,,,7,,9,2
121175351,1,1,,34,8837,1955,2,2,,5,2,,,6,,11,1
121188590,1,2,,6,92544,1966,1,1,,5,1,1,,4,,11,1
121200197,1,1,,17,60618,1980,1,1,,5,2,,,1,92,3,1
121211702,1,2,,6,90302,1954,1,2,,5,2,,,5,,8,1
121227782,1,1,,12,33773,1985,2,1,,5,2,,2,,,6,1
121236863,2,,1,48,75160,1962,2,1,,3,2,,,3,23,5,2
121247138,3,,,39,43207,1960,2,1,,2,2,,,7,,9,2
121266716,1,1,,34,7420,1970,2,1,,4,1,2,,2,81,1,1
121270190,1,1,,45,29016,1952,1,2,,5,1,2,1,,,1,1
121283513,2,,2,55,54981,1958,2,1,,6,2,,,1,48,2,2
121285388,1,2,,26,49548,1952,2,3,,3,1,1,,5,,8,1
121288190,1,1,,6,95125,1968,2,1,,5,1,2,,1,62,1,1
121290515,1,1,,6,94508,1960,2,1,,5,2,,,,11,5,1
121297064,2,,1,6,92054,1956,1,7,,4,1,1,,5,,8,2
121319108,1,2,,17,62278,1944,1,1,,5,2,,,5,,3,1
121334072,2,,1,39,43056,1942,2,1,,2,2,,,5,,3,2
121344515,1,2,,12,32347,1949,2,1,,2,2,,,5,,11,1
121361147,1,1,,25,2341,1954,2,1,,6,2,,,1,62,1,1
121367324,2,,3,39,44260,1944,2,1,,3,2,,,5,,6,2
121374854,3,,,48,75773,1954,2,7,__NA__,5,,,,6,,11,2
121386473,2,,4,13,30040,1953,2,1,,2,2,,,7,,9,2
121436612,2,,1,35,87505,1946,1,3,,2,2,,,5,,8,2
121439972,2,,1,22,71201,1962,1,1,,3,1,1,,1,52,6,2
121446329,3,,,12,32615,1950,2,1,,5,2,,,7,,9,2
121454081,3,,,17,60050,1962,2,1,,2,2,,,6,,12,1
121454309,1,1,,12,33442,1942,2,1,,3,2,,,5,,8,1
121456508,1,1,,12,33444,1941,1,2,,6,2,,,5,,8,1
121456637,2,,3,48,78387,1969,2,1,,6,2,,,4,,11,
121456709,1,1,,36,11021,1981,2,1,,6,2,,,1,61,3,1
121458875,1,2,,53,98445,1989,2,1,,5,2,,,1,72,6,1
121459322,3,,,12,33133,1975,2,1,,6,1,3,,1,62,1,2
121462808,3,,,22,70435,1960,2,1,,4,1,2,,5,,1,2
121481186,1,2,,6,95204,1955,2,1,,5,2,,,1,92,1,1
121486904,3,,,54,26070,1953,2,1,,2,2,,,7,,9,
121492589,3,,,47,37659,1980,1,1,,5,1,1,,1,81,2,2
121496003,1,2,,37,28364,1956,1,2,,5,2,,,6,,1,1
121499243,2,,1,38,58533,1965,2,1,,3,2,,,6,,11,2
121502261,2,,5,16,83252,1950,1,1,,2,2,,,1,31,1,2
121513148,2,,1,13,30318,1954,1,1,,3,2,,,3,44,2,2
121521650,2,,1,29,65622,1959,2,6,,3,2,,,1,81,3,2
121522064,2,,1,17,61614,1935,2,1,,2,2,,,5,,8,2
121528925,2,,1,50,5778,1969,1,7,Black,3,2,,,4,,1,2
121536734,2,,3,48,76131,1990,1,1,,5,2,,2,,,10,3
121543487,2,,5,39,45102,1964,1,1,,5,2,,,3,23,12,1
121544078,2,,3,37,27565,1970,1,1,,3,2,,,6,,12,2
121566848,2,,5,19,50655,1971,1,1,,3,1,1,,1,72,1,2
121570361,1,1,,6,91744,1939,1,2,,4,2,,,5,,8,1
121571075,2,,1,27,56215,1951,2,1,,2,2,,,2,72,12,2
121571381,1,1,,48,78412,1963,1,1,,5,1,4,,3,48,5,1
121586864,1,2,,55,54911,1967,2,1,,3,1,1,,1,61,12,1
121607636,2,,1,10,19967,1954,2,1,,4,2,,,1,62,1,2
121616093,1,2,,6,95843,1962,1,1,,6,2,,,6,,8,1
121619552,3,,,41,97216,1966,1,1,,4,1,1,,6,,11,2
121637627,1,2,,16,83429,1957,2,1,,3,2,,,2,72,12,1
121640903,2,,2,39,45373,1956,1,5,,3,2,,,3,48,5,2
121642703,1,2,,6,95823,1948,2,5,,4,2,,,5,,3,2
121643399,1,1,,18,46268,1948,2,2,,4,2,,,2,61,1,1
121651496,4,,,36,13650,1967,2,1,,3,1,4,3,,,9,1
121653824,1,1,,48,75050,1945,2,2,,5,2,,,5,,8,1
121660517,2,,4,51,23421,1954,1,1,,4,1,1,,1,48,12,2
121663199,2,,3,6,95030,1953,2,1,,6,2,,,3,71,5,2
121666214,2,,3,48,78154,1941,1,1,,5,2,,,5,,8,1
121670504,3,,,18,47403,1989,2,1,,3,2,,2,,,10,1
121676912,1,2,,17,62712,1957,2,1,,3,1,1,,1,61,12,1
121678907,2,,2,39,44224,1938,1,1,,2,2,,,5,,8,2
121680551,1,1,,48,78253,1947,1,1,,3,2,,,5,,8,1
121699256,2,,4,12,32256,1963,1,1,,3,2,,,1,72,3,
121711916,2,,1,6,92054,1945,1,3,,4,2,,,5,,1,2
121732592,3,,,27,55448,1965,1,3,,5,1,1,,1,31,1,2
121736660,3,,,55,54949,1958,2,1,,3,2,,,2,44,4,2
121736915,1,2,,12,32656,1957,2,1,,4,1,1,,6,,11,1
121742585,1,2,,55,53150,1949,2,1,,2,2,,,1,62,6,1
121816607,3,,,48,76133,1978,2,1,,6,1,2,,1,61,12,
121819097,2,,3,48,75249,1949,2,3,,6,2,,,5,,1,2
121855391,3,,,12,33579,1952,1,2,,5,2,,,5,,8,1
121866707,1,1,,37,28311,1963,2,2,,3,2,,,,31,1,1
121881236,1,1,,6,91910,1953,2,1,,3,2,,,6,,12,2
121886900,2,,1,51,22207,1932,2,1,,3,2,,,8,,6,2
121902455,2,,3,48,77622,1944,1,1,,5,2,,,5,,4,2
121909499,1,2,,25,1609,1966,2,1,,5,2,,,6,,11,1
121910456,2,,1,42,16441,1966,1,1,,2,2,,,1,48,12,2
121915136,2,,1,34,7002,1961,1,1,,2,1,1,,6,,11,2
121931117,2,,1,37,27217,1963,1,1,,3,2,,,8,,12,2
121936157,3,,,32,89166,1980,2,1,,5,1,2,,7,,9,2
121938053,1,2,,9,6268,1933,1,1,,5,2,,,5,,8,1
121945025,2,,1,48,78227,1934,1,1,,3,2,,,5,,7,2
121945577,2,,1,6,93611,1957,2,1,,5,2,,,3,52,4,2
121957478,1,1,,42,19047,1951,2,1,,4,2,,,5,,6,1
121959578,2,,1,47,38017,1969,1,1,,6,1,2,,1,52,2,2
121970663,2,,1,12,32162,1931,2,1,,2,2,,,5,,8,2
121982771,1,2,,6,90630,1952,2,1,,5,2,,,1,62,12,1
121985915,1,1,,6,91977,1954,2,2,,3,2,,,3,71,5,1
122009387,2,,1,26,49036,1944,2,1,,2,2,,,5,,8,2
122011034,2,,1,34,8759,1955,1,1,,3,2,,,3,62,2,2
122022476,2,,3,39,44460,1972,1,1,,3,1,2,,1,61,1,2
122038118,2,,3,47,37096,1949,1,1,,3,2,,,5,,1,2
122041049,2,,3,16,93402,1951,2,6,,5,2,,,5,,1,2
122051666,2,,3,25,1460,1971,1,1,,5,2,,,3,23,1,2
122064137,3,,,17,60050,1959,2,1,,2,2,,,7,,9,2
122073641,2,,1,12,33904,1941,1,1,,2,2,,,5,,4,2
122077142,2,,3,37,28037,1965,2,1,,6,2,,,1,62,3,2
122077730,2,,2,39,44221,1964,1,6,,3,1,,,1,31,3,2
122089067,1,2,,17,60441,1946,2,1,,2,2,,,1,61,6,1
122101646,2,,3,55,54230,1949,2,1,,2,2,,,7,,9,2
122107202,2,,1,21,42053,1942,2,1,,3,2,,,5,,8,2
122110016,2,,4,45,29040,1961,1,1,,4,2,,,8,,8,2
122121629,3,,,40,74301,1953,1,1,,2,1,2,,5,,6,1
122133569,1,2,,41,97330,1964,1,1,,3,2,,,1,72,2,1
122138327,1,2,,12,33304,1962,1,1,,3,2,,,1,81,5,1
122170700,3,,,48,78741,1975,1,3,,2,2,,,2,44,6,2
122174150,2,,4,12,32801,1967,2,1,,5,2,,,1,61,1,2
122178563,2,,3,48,75150,1947,2,3,,3,2,,,3,52,12,2
122184095,2,,1,36,13104,1946,1,1,,6,2,,,5,,12,1
122192804,3,,3,48,77563,1970,2,6,,5,2,,,1,23,6,2
122205998,3,,,19,52302,1975,2,1,,4,1,2,,1,62,12,1
122227907,3,,,29,65714,1956,1,1,,2,2,,,6,,8,2
122235458,1,1,,51,22003,1972,1,1,,6,1,3,,1,92,1,1
122240993,2,,3,22,70525,1961,1,1,,4,1,1,,1,44,1,2
122248205,2,,1,39,44004,1953,2,1,,5,2,,,6,,8,2
122285174,3,,,42,16611,1955,1,1,,2,2,,,1,31,3,2
122288180,3,,,41,97304,1957,1,1,,3,1,1,,1,31,1,2
122296067,2,,1,42,19428,1959,1,1,,2,2,,,2,48,12,2
122306939,3,,,4,96730,1966,1,1,,5,1,2,,1,92,7,2
122312822,3,,,51,23831,1980,2,1,,5,2,,,1,48,6,2
122321273,3,,,12,32086,1984,1,,,3,1,2,,1,21,12,2
122324948,1,1,,12,34748,1948,2,1,,5,2,,,5,,6,2
122327984,3,,,21,41522,1958,1,1,,2,2,,,5,,8,1
122334362,2,,1,53,98292,1961,1,1,,4,2,,,1,54,3,2
122343437,1,1,,39,44305,1955,2,1,,2,2,,,5,,8,1
122365289,2,,1,17,61531,1951,2,1,,2,2,,,7,,9,2
122365571,3,,,32,89135,1964,2,2,,5,2,,3,,,4,2
122369612,1,1,,6,93307,1971,2,3,,2,1,2,,3,81,4,1
122379062,1,2,,53,98107,1977,2,1,,5,2,,,7,,9,1
122386763,3,,,9,6705,1956,1,1,,5,1,1,,1,61,1,2
122388584,3,,,17,60631,1956,2,1,,2,2,,,1,42,3,1
122395103,2,,2,12,32504,1956,1,1,,3,1,1,,4,,11,1
122413475,1,4,,39,44601,1965,2,1,,2,2,,,7,,9,2
122418437,2,,1,48,77833,1963,1,1,,4,2,,,3,52,5,2
122420111,3,,,51,24202,1942,2,1,,1,2,,,5,,8,2
122431664,3,,,36,11782,1966,1,1,,2,2,,,1,48,12,2
122438696,2,,6,47,37130,1950,1,1,,5,2,,,5,,8,2
122445560,2,,2,10,19702,1979,1,1,,6,1,2,,1,81,1,1
122446160,2,,1,13,30043,1974,2,4,,5,2,,,1,31,12,2
122462126,3,,,9,6118,1964,1,2,,1,1,1,,5,,7,3
122463521,1,1,,36,11210,1979,2,2,,5,1,1,,1,62,6,1
122465888,3,,,12,34285,1931,1,1,,6,2,,,5,,8,1
122470940,1,2,,42,15235,1978,1,1,,5,1,2,,1,51,1,1
122481584,2,,4,1,35405,1971,1,1,,4,1,2,1,,,1,2
122486213,3,,,8,80111,1976,2,1,,6,2,,,1,92,1,1
122504000,1,1,,6,93401,1962,2,1,,3,2,,,6,,11,3
122504135,2,,1,42,17255,1945,1,1,,2,2,,,5,,8,2
122510537,2,,1,12,32327,1967,2,1,,2,1,1,,4,,3,2
122513849,3,,,55,54914,1956,1,1,,3,2,,,1,31,1,2
122535536,1,1,,39,44137,1954,2,2,,2,2,,,2,62,12,1
122540402,3,,,42,19096,1959,1,1,,5,1,1,,1,51,1,2
122549138,3,,,37,27560,1977,2,1,,4,1,3,,1,62,1,1
122582651,2,,3,19,51104,1964,1,1,,4,2,,,4,,11,2
122587556,2,,1,31,68142,1953,1,1,,2,2,,,1,92,6,2
122595647,3,,,9,6070,1943,2,4,,2,2,,,1,52,6,2
122596358,2,,3,13,30040,1943,1,1,,6,2,,,5,,8,2
122599319,2,,3,40,73139,1953,2,1,,6,2,,,5,,8,2
122611886,1,2,,25,1832,1956,2,1,,5,2,,,3,62,5,1
122613905,2,,1,12,32962,1981,1,1,,3,1,,3,,,11,2
122614064,1,2,,32,89166,1959,1,1,,6,1,1,,6,,11,1
122617856,1,2,,27,55604,1930,2,1,,2,2,,,5,,6,1
122623469,1,3,,41,97355,1949,1,1,,1,2,,,5,,8,2
122630717,2,,1,25,2635,1956,2,1,,5,2,,,5,,11,2
122660084,4,,,6,91331,1966,1,3,,2,1,1,,1,23,12,2
122666639,2,,3,48,75007,1938,2,1,,2,2,,,5,,8,2
122669609,3,,,25,1923,1969,1,1,,5,2,,,2,61,12,2
122685266,2,,4,12,32141,1950,1,1,,3,1,1,,4,,11,1
122686790,2,,2,42,19131,1960,1,1,,2,2,,,4,,12,2
122687255,3,,,34,8049,1961,2,3,,6,1,2,,1,31,6,2
122687744,2,,1,46,57013,1959,2,1,,5,2,,,1,31,12,2
122690111,3,,,27,56501,1939,2,6,,2,2,,,5,,11,
122702120,1,1,,21,40033,1931,2,1,,5,2,,,2,81,6,1
122723150,2,,4,39,43081,1944,2,1,,2,2,,,5,,12,2
122724467,2,,1,29,65653,1950,1,1,,5,2,,,5,,8,2
122728364,1,1,,6,95008,1988,2,1,,3,2,,3,,,10,1
122741258,1,2,,6,92567,1945,2,3,,2,2,,,5,,8,1
122745437,2,,1,6,94590,1948,1,2,,3,2,,,6,,8,2
122751902,2,,1,16,83687,1954,2,1,,6,2,,,1,62,1,2
122760026,2,,3,49,84737,1959,2,3,,5,2,,,1,52,2,2
122767355,1,1,,36,10028,1945,1,1,,6,1,2,,5,,8,1
122772362,2,,1,34,7850,1975,2,6,,5,1,1,,7,,9,2
122774291,2,,1,27,55117,1945,1,5,__NA__,4,,,,,,,2
122774621,3,,,36,11040,1963,1,7,I'm an American,5,1,2,,1,54,3,2
122780960,3,,,2,99523,1957,2,1,,2,2,,,7,,9,2
122788556,2,,1,32,89015,1943,2,1,,6,2,,,5,,8,2
122802173,2,,2,36,11763,1970,1,1,,4,1,2,,1,92,7,2
122819360,1,1,,17,60641,1946,1,1,,3,2,,,5,,8,1
122820485,2,,1,37,28560,1948,2,1,,2,2,,,7,,9,2
122842022,1,2,,24,20853,1964,2,1,,2,2,,,2,44,4,1
122855774,1,1,,26,48336,1962,2,2,,5,1,2,,7,,9,1
122865908,3,,,6,95820,1952,1,1,,2,1,1,,2,72,12,
122887319,1,2,,24,21214,1981,1,1,,6,2,,,1,52,1,4
122900381,2,,1,32,89406,1941,1,7,AMERICAN,2,2,,,6,,12,2
122907974,2,,4,13,30809,1964,2,1,,3,2,,,1,62,2,2
122911688,1,2,,41,97009,1944,1,1,,3,2,,,3,51,5,4
122917349,2,,6,8,80012,1960,1,2,,5,2,,,1,72,12,6
122917913,1,1,,36,10032,1960,2,2,,4,2,,1,,61,12,1
122927042,2,,3,55,53188,1981,2,1,,5,2,,,1,44,1,2
122932544,1,2,,19,52302,1961,1,1,,2,1,1,,1,52,4,1
122933174,1,3,,56,82930,1936,2,1,,2,2,,,5,,8,2
122943467,1,2,,12,34476,1951,1,1,,5,2,,,5,,8,1
122947673,3,,,25,2703,1961,2,1,,6,2,,,1,44,1,1
122948294,3,,,15,96734,1948,1,1,,4,2,,,5,,6,1
122950682,2,,3,2,99686,1952,2,1,,5,2,,,1,23,1,2
122965682,2,,3,37,27278,1941,1,1,,2,2,,,5,,8,2
122970725,1,1,,12,33351,1951,1,1,,3,2,,,6,,8,1
122973806,2,,2,8,80210,1979,1,1,,3,2,,,1,31,3,2
122975528,1,4,,41,97446,1983,2,1,,2,2,,,8,,11,2
122978756,1,1,,8,80127,1925,2,3,,5,2,,,5,,12,1
122979164,2,,2,41,97007,1966,1,1,,5,2,,,1,54,1,2
122990108,1,1,,36,13202,1971,1,3,,2,2,,,6,,11,1
123005312,2,,4,53,98664,1950,2,1,,6,2,,,5,,2,2
123008939,2,,1,6,90803,1956,1,1,,6,2,,,1,81,2,2
123014849,3,,,42,19032,1962,2,1,,4,2,,,4,,11,1
123024602,2,,1,12,32920,1944,2,1,,5,2,,,2,62,1,2
123030167,2,,1,39,45245,1961,1,1,,5,1,2,,3,62,2,2
123031691,3,,,22,70433,1966,2,1,,2,1,1,,1,81,6,2
123033665,3,,,42,15701,1952,1,1,,2,2,,,1,31,1,2
123044420,2,,4,12,32174,1952,2,1,,3,2,,,6,,8,2
123054107,1,1,,12,34984,1942,2,1,,5,2,,,6,,12,1
123055583,1,2,,31,68504,1974,1,1,,5,2,,,1,44,4,1
123062696,3,,,54,25276,1956,2,1,,2,2,,,4,,11,2
123071018,1,1,,37,27513,1957,1,1,,6,1,1,,1,52,1,1
123074819,3,,,29,63090,1961,1,1,,3,1,1,,1,31,1,1
123076937,1,2,,12,32903,1955,1,1,,2,2,,,5,,8,2
123086558,2,,3,12,32566,1954,2,4,,5,2,,,7,,9,2
123094226,1,1,,36,10463,1975,1,2,,4,2,,1,,,12,1
123112796,2,,1,47,38558,1939,1,1,,2,2,,,5,,8,2
123114224,3,,,48,77386,1957,2,1,,2,2,,,1,31,2,
123119222,3,,,6,92807,1980,2,4,,5,2,,,4,,11,1
123120860,2,,1,12,34711,1933,2,1,,2,2,,,5,,8,2
123128981,2,,1,55,54456,1946,1,1,,2,2,,,5,,8,2
123152165,3,,,1,35613,1961,2,1,,3,2,,,7,,9,2
123152585,1,1,,20,66061,1941,2,1,,5,2,,,5,,12,1
123154448,1,2,,5,72956,1964,2,1,,3,2,,,7,,11,3
123173141,2,,1,45,29568,1941,1,1,,2,2,,,5,,8,2
123174005,2,,1,12,34430,1936,2,1,,2,2,,,5,,6,2
123193094,1,3,,6,95610,1966,2,1,,6,1,1,,2,61,1,2
123193667,1,1,,9,6516,1985,1,1,,5,2,,,2,51,12,
123196238,2,,2,51,23224,1941,1,1,,3,2,,,1,92,7,2
123204461,2,,3,39,45817,1958,1,1,,2,2,,,1,11,12,2
123217676,2,,3,37,27713,1983,1,1,,5,1,2,,1,52,1,3
123226592,1,2,,25,1864,1949,1,1,,3,2,,,5,,8,1
123246830,2,,3,29,63028,1961,1,1,,3,1,2,,6,,12,2
123250199,3,,,41,97070,1989,1,1,,3,2,,3,,,10,1
123292535,2,,1,12,33594,1933,2,1,,2,2,,,5,,8,2
123293378,2,,5,12,33064,1933,2,1,,2,2,,,5,,8,2
123320036,2,,3,26,48334,1933,1,1,,4,2,,,5,,8,2
123324404,3,,,39,44446,1932,2,1,,2,2,,,5,,,2
123333041,2,,1,18,46234,1952,1,1,,5,2,,,4,,2,2
123358217,2,,3,6,90640,1955,1,3,,2,2,,,8,,12,2
123362501,2,,1,30,59715,1947,1,1,__NA__,6,,,,,,8,2
123363887,3,,,17,60107,1965,2,2,,3,2,,,4,,11,
123367187,3,,,37,27317,1948,2,1,,3,2,,,5,,6,1
123367430,1,1,,26,48336,1940,1,2,,3,1,2,,5,,8,7
123368081,1,3,,55,53538,1951,1,1,,3,2,,,6,,8,1
123370151,1,1,,6,94541,1954,1,2,,3,2,,,4,,11,1
123378740,3,,,6,92123,1938,1,1,,4,2,,,5,,8,2
123390980,3,,,34,8876,1952,1,1,,5,2,,,1,51,1,1
123391058,1,1,,40,73162,1928,2,2,,3,2,,,5,,4,1
123393719,1,2,,17,60613,1963,2,1,,4,2,,,1,71,3,6
