case_identifier,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,educ_baseline,presvote16post_2016
121902455,48,77622,1944,1,1,5,2
121909499,25,1609,1966,2,1,5,1
121910456,42,16441,1966,1,1,2,2
121915136,34,7002,1961,1,1,2,2
121931117,37,27217,1963,1,1,3,2
121936157,32,89166,1980,2,1,5,2
121938053,9,6268,1933,1,1,5,1
121945025,48,78227,1934,1,1,3,2
121945577,6,93611,1957,2,1,5,2
121957478,42,19047,1951,2,1,4,1
121959578,47,38017,1969,1,1,6,2
121970663,12,32162,1931,2,1,2,2
121982771,6,90630,1952,2,1,5,1
121985915,6,91977,1954,2,2,3,1
122009387,26,49036,1944,2,1,2,2
122011034,34,8759,1955,1,1,3,2
122022476,39,44460,1972,1,1,3,2
122038118,47,37096,1949,1,1,3,2
122041049,16,93402,1951,2,6,5,2
122051666,25,1460,1971,1,1,5,2
122064137,17,60050,1959,2,1,2,2
122073641,12,33904,1941,1,1,2,2
122077142,37,28037,1965,2,1,6,2
122077730,39,44221,1964,1,6,3,2
122089067,17,60441,1946,2,1,2,1
122101646,55,54230,1949,2,1,2,2
122107202,21,42053,1942,2,1,3,2
122110016,45,29040,1961,1,1,4,2
122121629,40,74301,1953,1,1,2,1
122133569,41,97330,1964,1,1,3,1
122138327,12,33304,1962,1,1,3,1
122170700,48,78741,1975,1,3,2,2
122174150,12,32801,1967,2,1,5,2
122178563,48,75150,1947,2,3,3,2
122184095,36,13104,1946,1,1,6,1
122192804,48,77563,1970,2,6,5,2
122205998,19,52302,1975,2,1,4,1
122227907,29,65714,1956,1,1,2,2
122235458,51,22003,1972,1,1,6,1
122240993,22,70525,1961,1,1,4,2
122248205,39,44004,1953,2,1,5,2
122285174,42,16611,1955,1,1,2,2
122288180,41,97304,1957,1,1,3,2
122296067,42,19428,1959,1,1,2,2
122306939,4,96730,1966,1,1,5,2
122312822,51,23831,1980,2,1,5,2
122321273,12,32086,1984,1,,3,2
122324948,12,34748,1948,2,1,5,2
122327984,21,41522,1958,1,1,2,1
122334362,53,98292,1961,1,1,4,2
122343437,39,44305,1955,2,1,2,1
122365289,17,61531,1951,2,1,2,2
122365571,32,89135,1964,2,2,5,2
122369612,6,93307,1971,2,3,2,1
122379062,53,98107,1977,2,1,5,1
122386763,9,6705,1956,1,1,5,2
122388584,17,60631,1956,2,1,2,1
122395103,12,32504,1956,1,1,3,1
122413475,39,44601,1965,2,1,2,2
122418437,48,77833,1963,1,1,4,2
122420111,51,24202,1942,2,1,1,2
122431664,36,11782,1966,1,1,2,2
122438696,47,37130,1950,1,1,5,2
122445560,10,19702,1979,1,1,6,1
122446160,13,30043,1974,2,4,5,2
122462126,9,6118,1964,1,2,1,3
122463521,36,11210,1979,2,2,5,1
122465888,12,34285,1931,1,1,6,1
122470940,42,15235,1978,1,1,5,1
122481584,1,35405,1971,1,1,4,2
122486213,8,80111,1976,2,1,6,1
122504000,6,93401,1962,2,1,3,3
122504135,42,17255,1945,1,1,2,2
122510537,12,32327,1967,2,1,2,2
122513849,55,54914,1956,1,1,3,2
122535536,39,44137,1954,2,2,2,1
122540402,42,19096,1959,1,1,5,2
122549138,37,27560,1977,2,1,4,1
122582651,19,51104,1964,1,1,4,2
122587556,31,68142,1953,1,1,2,2
122595647,9,6070,1943,2,4,2,2
122596358,13,30040,1943,1,1,6,2
122599319,40,73139,1953,2,1,6,2
122611886,25,1832,1956,2,1,5,1
122613905,12,32962,1981,1,1,3,2
122614064,32,89166,1959,1,1,6,1
122617856,27,55604,1930,2,1,2,1
122623469,41,97355,1949,1,1,1,2
122630717,25,2635,1956,2,1,5,2
122660084,6,91331,1966,1,3,2,2
122666639,48,75007,1938,2,1,2,2
122669609,25,1923,1969,1,1,5,2
122685266,12,32141,1950,1,1,3,1
122686790,42,19131,1960,1,1,2,2
122687255,34,8049,1961,2,3,6,2
122687744,46,57013,1959,2,1,5,2
122690111,27,56501,1939,2,6,2,
122702120,21,40033,1931,2,1,5,1
122723150,39,43081,1944,2,1,2,2
122724467,29,65653,1950,1,1,5,2
122728364,6,95008,1988,2,1,3,1
122741258,6,92567,1945,2,3,2,1
122745437,6,94590,1948,1,2,3,2
122751902,16,83687,1954,2,1,6,2
122760026,49,84737,1959,2,3,5,2
122767355,36,10028,1945,1,1,6,1
122772362,34,7850,1975,2,6,5,2
122774291,27,55117,1945,1,5,4,2
122774621,36,11040,1963,1,7,5,2
122780960,2,99523,1957,2,1,2,2
122788556,32,89015,1943,2,1,6,2
122802173,36,11763,1970,1,1,4,2
122819360,17,60641,1946,1,1,3,1
122820485,37,28560,1948,2,1,2,2
122842022,24,20853,1964,2,1,2,1
122855774,26,48336,1962,2,2,5,1
122865908,6,95820,1952,1,1,2,
122887319,24,21214,1981,1,1,6,4
122900381,32,89406,1941,1,7,2,2
122907974,13,30809,1964,2,1,3,2
122911688,41,97009,1944,1,1,3,4
122917349,8,80012,1960,1,2,5,6
122917913,36,10032,1960,2,2,4,1
122927042,55,53188,1981,2,1,5,2
122932544,19,52302,1961,1,1,2,1
122933174,56,82930,1936,2,1,2,2
122943467,12,34476,1951,1,1,5,1
122947673,25,2703,1961,2,1,6,1
122948294,15,96734,1948,1,1,4,1
122950682,2,99686,1952,2,1,5,2
122965682,37,27278,1941,1,1,2,2
122970725,12,33351,1951,1,1,3,1
122973806,8,80210,1979,1,1,3,2
122975528,41,97446,1983,2,1,2,2
122978756,8,80127,1925,2,3,5,1
122979164,41,97007,1966,1,1,5,2
122990108,36,13202,1971,1,3,2,1
123005312,53,98664,1950,2,1,6,2
123008939,6,90803,1956,1,1,6,2
123014849,42,19032,1962,2,1,4,1
123024602,12,32920,1944,2,1,5,2
123030167,39,45245,1961,1,1,5,2
123031691,22,70433,1966,2,1,2,2
123033665,42,15701,1952,1,1,2,2
123044420,12,32174,1952,2,1,3,2
123054107,12,34984,1942,2,1,5,1
123055583,31,68504,1974,1,1,5,1
123062696,54,25276,1956,2,1,2,2
123071018,37,27513,1957,1,1,6,1
123074819,29,63090,1961,1,1,3,1
123076937,12,32903,1955,1,1,2,2
123086558,12,32566,1954,2,4,5,2
123094226,36,10463,1975,1,2,4,1
123112796,47,38558,1939,1,1,2,2
123114224,48,77386,1957,2,1,2,
123119222,6,92807,1980,2,4,5,1
123120860,12,34711,1933,2,1,2,2
123128981,55,54456,1946,1,1,2,2
123152165,1,35613,1961,2,1,3,2
123152585,20,66061,1941,2,1,5,1
123154448,5,72956,1964,2,1,3,3
123173141,45,29568,1941,1,1,2,2
123174005,12,34430,1936,2,1,2,2
123193094,6,95610,1966,2,1,6,2
123193667,9,6516,1985,1,1,5,
123196238,51,23224,1941,1,1,3,2
123204461,39,45817,1958,1,1,2,2
123217676,37,27713,1983,1,1,5,3
123226592,25,1864,1949,1,1,3,1
123246830,29,63028,1961,1,1,3,2
123250199,41,97070,1989,1,1,3,1
123292535,12,33594,1933,2,1,2,2
123293378,12,33064,1933,2,1,2,2
123320036,26,48334,1933,1,1,4,2
123324404,39,44446,1932,2,1,2,2
123333041,18,46234,1952,1,1,5,2
123358217,6,90640,1955,1,3,2,2
123362501,30,59715,1947,1,1,6,2
123363887,17,60107,1965,2,2,3,
123367187,37,27317,1948,2,1,3,1
123367430,26,48336,1940,1,2,3,7
123368081,55,53538,1951,1,1,3,1
123370151,6,94541,1954,1,2,3,1
123378740,6,92123,1938,1,1,4,2
123390980,34,8876,1952,1,1,5,1
123391058,40,73162,1928,2,2,3,1
123393719,17,60613,1963,2,1,4,6
123407441,29,63368,1941,1,1,2,2
123421619,5,72653,1960,2,1,3,
123424658,19,50266,1948,1,1,3,1
123426782,42,16428,1948,1,1,2,2
123431984,41,97401,1990,1,6,2,
123437126,16,83434,1958,2,1,2,2
123441044,37,27823,1957,2,2,2,1
123441323,22,70438,1985,2,2,5,1
123444266,13,30337,1972,1,1,2,2
123446543,6,92240,1960,1,1,3,2
123450854,42,16153,1941,1,1,2,2
123452303,53,99224,1950,2,1,3,2
123457544,6,90650,1958,1,1,4,2
123464480,25,1035,1933,1,1,6,6
123467756,35,87114,1953,2,3,2,2
123468668,12,33880,1959,1,1,3,1
123470192,50,5403,1954,1,1,2,1
123479930,26,48840,1946,2,1,6,1
123483995,11,20011,1982,1,4,6,1
123488780,5,72118,1971,1,2,6,1
123488840,23,4769,1959,2,1,2,2
123492932,25,2746,1951,2,1,2,2
123494636,40,74037,1950,2,1,3,2
123498233,45,29506,1947,1,2,,1
123507854,42,17315,1973,2,1,4,1
123510095,40,78133,1963,1,1,3,2
123511412,39,45449,1953,2,1,3,1
123513671,37,27606,1979,1,2,5,1
123514670,45,29732,1988,2,1,6,1
123515120,48,76120,1980,2,6,2,
123530282,36,10543,1963,2,1,3,1
123533330,6,92630,1926,2,1,3,2
123545222,6,94806,1966,1,1,5,1
123545339,42,16417,1959,2,5,3,2
123550403,25,2703,1961,1,1,2,2
123563477,13,30024,1964,2,1,5,2
123564173,44,2904,1970,2,1,2,2
123565682,39,45805,1955,1,2,3,1
123588842,42,16879,1979,2,1,4,2
123618692,4,85735,1942,2,7,3,2
123634421,32,89508,1967,2,1,5,2
123640745,21,40359,1951,2,1,5,2
123667865,36,10580,1994,2,1,1,1
123696458,4,85127,1955,2,1,6,2
123717992,8,80104,1968,2,3,3,1
123718691,22,70809,1939,1,1,3,2
123724805,44,2809,1943,2,1,2,2
123725744,6,92131,1949,2,1,5,2
123737087,16,83815,1967,1,1,2,
123738023,20,66901,1958,2,1,3,1
123741059,53,98409,1942,1,2,3,1
123751304,6,96051,1962,1,1,3,1
123754850,29,63031,1952,1,1,5,2
123762734,16,83823,1959,2,1,2,2
123765851,45,29388,1971,2,1,2,
123771494,37,28327,1937,1,7,1,2
123775745,50,5462,1951,2,1,2,2
123777914,45,29418,1948,1,1,2,2
123780695,41,97229,1987,2,1,5,2
123789437,48,78209,1961,1,1,2,2
123794576,39,43230,1988,2,1,4,1
123803465,47,37877,1961,1,1,4,2
123805559,8,81635,1936,2,1,2,
123830936,42,18640,1959,2,1,2,2
123834650,53,98604,1960,2,1,2,2
123837788,19,52241,1983,1,6,3,1
123841379,53,99223,1966,2,1,4,2
123842816,36,12205,1941,1,1,2,2
123854498,6,92024,1929,1,7,6,2
123855926,4,85534,1960,2,1,3,4
123856346,6,91326,1963,1,8,6,1
123856958,12,32038,1977,1,1,3,2
123867407,33,3820,1931,2,1,1,2
123867413,6,92399,1954,1,3,4,2
123868055,42,19111,1964,1,1,2,2
123868430,48,77034,1952,2,1,2,2
123868544,6,90755,1965,2,2,4,1
123874052,13,30046,1963,1,1,3,2
123877304,18,47201,1982,2,4,6,1
123893228,18,47130,1959,1,1,3,2
123896705,55,54935,1980,2,1,2,1
123923816,39,44035,1966,2,1,5,2
123923831,4,85710,1956,2,1,2,2
123942518,39,44221,1980,2,1,4,1
123950726,26,48843,1954,2,1,3,2
123956186,34,8226,1967,2,1,2,2
124002710,2,99654,1968,2,6,4,3
124005107,6,94015,1984,2,1,5,1
124006076,48,75965,1947,1,1,2,2
124013378,19,52402,1937,1,1,3,2
124024631,11,20009,1963,1,1,3,
124041209,40,74135,1947,1,5,4,2
124044179,39,45656,1984,1,1,5,2
124054583,37,28376,1959,2,2,3,1
124057400,21,35184,1989,2,1,2,
124058948,13,31405,1961,1,1,5,2
124059236,39,45123,1963,1,1,4,2
124063370,12,34653,1954,2,1,6,1
124063928,17,60068,1945,2,3,6,2
124065923,39,44135,1958,1,1,4,1
124066100,13,31632,1948,2,1,2,2
124077233,6,91501,1964,2,1,4,1
124100918,36,11953,1972,1,1,5,
124107725,9,6460,1949,2,1,3,1
124118477,40,73013,1946,1,3,5,2
124119515,6,91776,1937,1,1,2,7
124121582,26,48111,1955,2,1,4,2
124122887,51,24554,1944,1,1,2,2
124140626,26,48380,1954,2,1,2,2
124143497,12,33175,1949,1,3,5,2
124149509,42,18704,1960,1,1,5,2
124150412,6,93401,1939,1,1,2,2
124155728,17,60470,1950,1,1,3,1
124169504,33,3830,1961,1,1,2,
124189970,23,4038,1971,2,1,5,1
124190957,5,72206,1959,2,2,5,1
124199333,6,92117,1964,1,1,4,2
124202768,13,30252,1960,1,1,4,2
124204652,51,22180,1965,2,1,6,2
124207748,48,75013,1971,2,2,2,1
124211054,53,98284,1976,2,1,2,1
124213742,25,2780,1964,1,1,3,2
124215227,6,92545,1932,2,1,2,2
124215803,42,18974,1959,1,1,5,2
124233791,15,96826,1960,1,4,5,2
124236446,22,71270,1954,1,1,2,2
124237280,13,30906,1955,2,2,2,1
124243487,51,23803,1975,2,1,2,
124271018,37,28766,1969,2,1,5,2
124297472,37,27932,1961,1,1,2,2
124310024,6,91104,1982,1,3,6,1
124320413,45,29201,1960,1,1,5,2
124337447,26,48038,1958,1,7,3,2
124344077,8,80112,1955,1,1,3,2
124344677,5,72668,1958,2,5,1,
124345505,12,34286,1946,2,1,2,2
124351418,12,32425,1961,1,1,3,2
124360181,34,7070,1950,1,1,5,2
124385138,8,80526,1940,2,1,2,6
124388060,34,7920,1958,1,1,6,2
124393385,32,89118,1962,1,1,3,2
124397723,25,1354,1936,2,1,3,1
124402349,17,60181,1935,2,1,4,1
124408778,22,70072,1964,1,1,4,2
124428302,37,28205,1960,1,1,5,2
124431038,13,31548,1951,1,1,4,2
124432235,20,67205,1948,1,1,5,2
124440518,13,30213,1948,2,2,3,1
124443767,36,14020,1957,2,2,4,1
124447754,12,32920,1948,2,1,3,1
124457546,18,46979,1961,2,1,2,2
124467056,11,20002,1964,2,2,2,1
124470557,32,89031,1942,1,2,5,1
124486199,41,97219,1952,1,1,5,1
124489784,12,34116,1969,1,2,4,1
124496156,4,85022,1962,2,4,4,
124501799,28,38655,1993,2,2,3,1
124503608,13,84037,1987,2,1,5,
124511459,42,17847,1927,1,1,1,2
124523387,47,37771,1974,2,1,2,2
124525295,32,89147,1960,1,1,3,2
124529039,42,15068,1963,2,2,3,2
124529351,42,18902,1966,2,1,3,2
124530167,34,7601,1983,1,1,5,3
124531583,48,75460,1962,2,1,2,2
124533917,6,94806,1946,2,1,5,1
124536794,12,34481,1935,1,1,6,2
124537760,6,95076,1946,2,1,6,2
124539110,6,92115,1965,1,4,3,2
124541351,26,49246,1950,1,1,5,2
124551824,6,94587,1945,2,3,2,2
124573718,39,43537,1975,1,3,6,1
124591196,36,12601,1944,2,1,3,2
124603241,18,46254,1954,1,1,5,2
124604411,34,8721,1965,2,1,3,1
124604525,21,41230,1964,1,1,5,2
124607087,42,19026,1949,2,1,3,2
124651460,9,6704,1969,2,2,2,1
124651964,16,83705,1956,2,1,6,1
124653347,41,97124,1961,2,1,5,1
124654301,48,77530,1966,1,1,2,1
124654316,42,19135,1958,1,1,2,2
124654931,42,18702,1969,1,1,5,1
124655276,1,36502,1987,2,1,1,2
124659266,36,12309,1949,2,1,2,1
124662824,12,32839,1971,2,1,4,1
124663235,6,95685,1976,2,1,3,1
124667999,13,30241,1964,2,2,4,
124670306,55,53585,1963,1,1,5,2
124673957,6,90249,1958,1,1,4,2
124690025,44,2864,1944,1,3,2,1
124703504,25,1852,1942,2,1,4,2
124717124,24,20851,1973,1,2,5,2
124719980,30,59716,1965,2,1,2,2
124721396,27,55424,1985,1,1,3,1
124723184,4,85015,1961,2,1,4,
124723589,36,10002,1960,2,3,2,1
124727042,48,75093,1951,1,1,5,2
124731356,42,16157,1985,2,1,2,2
124733309,6,92173,1950,2,1,2,1
124745852,17,61604,1951,2,2,3,1
124756964,31,68516,1959,2,1,3,1
124759001,12,34609,1961,2,1,2,2
124759592,36,11201,1956,1,1,6,1
124762310,4,85041,1952,2,2,6,4
124763993,22,71108,1974,2,1,2,2
124774835,47,37801,1967,1,1,3,
124786013,6,92264,1952,1,1,1,1
124787732,47,38024,1943,2,1,2,2
124798637,48,78748,1979,1,3,5,1
124813208,51,24151,1962,1,1,2,2
124836485,36,14414,1990,1,1,2,3
124844225,53,98531,1975,2,1,3,2
124858493,39,44515,1971,2,1,3,6
124875149,15,96712,1947,1,1,3,2
124881842,12,33860,1979,1,8,3,1
124899065,42,19073,1950,2,1,4,2
124922294,6,95258,1948,1,1,1,2
124924550,13,31525,1950,2,1,2,2
124934588,12,34772,1946,1,1,2,2
124947836,6,93551,1964,2,1,5,1
124948757,22,71104,1954,1,1,6,2
124966745,25,2746,1988,1,1,5,2
124966964,45,29609,1980,1,1,6,1
124969982,28,39648,1969,2,1,4,2
124978046,12,33596,1947,2,1,6,2
124981127,21,40065,1961,2,1,2,2
124988867,1,35160,1990,2,1,2,2
124990040,17,60620,1972,2,2,2,2
124990331,29,65807,1946,1,1,4,1
125016026,18,47404,1962,1,1,2,6
125022287,19,52804,1959,2,1,4,2
125022854,12,33168,1952,2,1,3,2
125046149,55,53406,1932,1,1,1,2
125058602,27,55123,1965,1,1,6,1
125059742,12,33567,1934,1,1,3,1
125078543,26,48708,1956,2,1,3,1
125104496,39,43620,1942,1,1,2,1
125108255,26,49001,1988,2,1,3,1
125111963,36,13317,1955,2,1,3,2
125112224,47,37343,1954,1,1,3,2
125115977,21,42240,1974,2,1,6,1
125123720,29,64136,1960,2,1,3,1
125145938,12,33771,1945,2,1,3,2
125156510,6,93222,1956,2,1,3,1
125158265,48,78070,1956,2,1,5,1
125164688,12,33437,1947,2,1,4,1
125166992,26,48224,1949,2,2,6,1
125223056,10,19966,1960,2,1,5,1
125257706,27,55117,1988,1,1,6,1
125261222,29,63130,1932,2,2,4,2
125304641,44,2814,1965,2,1,3,2
125305763,39,44131,1970,1,1,6,2
125308175,48,77028,1980,2,2,3,1
125316854,6,94061,1971,1,4,3,1
125317229,48,77388,1949,2,1,5,2
125323946,20,67217,1962,2,1,2,2
125344280,42,16502,1982,2,1,2,1
125345327,26,48168,1966,1,8,5,2
125352371,4,85224,1959,1,3,3,2
125354798,15,96734,1972,1,1,3,3
125357033,31,68105,1959,2,1,3,2
125376839,20,66049,1961,1,1,5,3
125384225,37,28269,1952,2,1,3,2
125423975,48,78214,1979,1,3,3,1
125430218,36,11218,1972,1,4,5,1
125435576,11,20020,1968,2,2,6,2
125443328,36,10032,1948,1,4,2,1
125463125,6,92104,1949,1,1,2,
125468279,13,30021,1958,2,3,3,1
125495702,41,97478,1951,2,1,3,2
125498621,50,5661,1955,1,1,4,1
125500307,4,85757,1957,1,3,2,6
125502992,39,44260,1965,1,1,4,2
125517311,42,16601,1961,1,1,2,2
125521415,42,16137,1954,1,1,2,1
125529818,51,20169,1962,1,1,6,2
125534456,17,60045,1933,2,1,6,1
125537306,6,92128,1952,1,3,3,2
125537816,37,28023,1956,2,1,4,2
125545907,39,45202,1954,1,2,2,1
125582321,49,84103,1985,1,1,5,1
125588066,45,29063,1983,2,1,6,1
125588885,1,35801,1941,2,1,3,2
125597765,51,22044,1993,1,6,3,1
125598119,48,78602,1964,2,3,4,1
125632643,12,34207,1956,1,1,3,2
125636945,48,77339,1951,2,1,2,1
125653748,6,94530,1925,2,1,4,2
125656721,34,7405,1969,1,1,2,2
125663066,33,3835,1948,2,1,3,2
125680223,47,37830,1953,1,1,2,
125697575,12,32578,1945,1,1,3,1
125700518,22,70791,1965,2,1,4,1
125725079,12,34744,1955,1,3,2,1
125725283,37,28269,1962,2,3,6,1
125726069,34,7024,1967,2,1,3,1
125727212,12,32244,1966,2,1,3,
125734889,34,7735,1947,1,3,3,3
125735408,42,19072,1948,2,1,2,1
125737226,39,43613,1951,1,1,3,1
125737751,26,49512,1955,1,2,3,1
125738708,55,53140,1981,2,1,5,
125739404,39,45239,1959,2,1,4,2
125743247,41,97303,1928,1,1,5,2
125745068,36,10001,1978,2,4,6,
125751965,55,53218,1954,2,2,2,1
125754554,28,39206,1960,2,2,4,1
125765537,26,48326,1964,1,1,5,2
125784431,8,80117,1940,1,1,2,2
125788319,37,27601,1977,1,1,6,6
125794601,23,4074,1942,1,1,3,2
125797700,36,11222,1985,1,1,5,1
125828189,53,98370,1948,2,1,5,1
125839322,37,27604,1959,2,1,5,1
125841590,13,30033,1977,2,1,2,6
125887403,41,97498,1939,2,1,3,2
125887757,6,92154,1935,2,1,2,2
125900294,17,62204,1959,2,2,3,1
125908091,26,48413,1960,1,1,3,2
125933108,42,17331,1938,1,1,2,2
125975603,42,19512,1958,2,1,4,2
125977166,24,21087,1961,2,1,3,1
125979257,18,47362,1954,2,1,5,2
125980856,48,79924,1963,2,1,2,
125987273,6,93030,1949,1,1,4,1
126010214,13,30259,1964,1,1,2,2
126037958,36,11763,1971,2,1,6,1
126038558,36,11235,1952,2,1,3,1
126039869,9,6365,1942,1,1,2,1
126072413,53,98282,1970,1,1,3,1
126074387,38,58103,1976,1,1,4,6
126087119,19,52235,1951,1,1,2,1
126105881,48,78247,1965,1,3,5,
126119417,6,91780,1962,2,1,2,2
126149033,12,33004,1960,1,3,4,2
126201380,13,30047,1969,1,2,3,2
126209918,17,60025,1976,2,3,4,1
126229892,5,72704,1958,1,2,5,2
126257906,41,97068,1958,2,1,2,1
126273452,54,26757,1960,2,1,2,1
126295682,4,85752,1954,2,1,4,2
126300368,6,90045,1956,1,3,3,2
126308567,2,99709,1963,2,1,6,1
126312848,13,31302,1951,2,1,5,2
126315302,39,44116,1934,2,1,5,1
126320909,51,23452,1966,2,1,3,2
126324443,13,30171,1947,2,1,2,2
126336221,26,48329,1956,2,1,5,2
126343088,42,15601,1951,1,1,5,1
126347435,17,60067,1950,1,1,5,2
126376676,40,74962,1938,1,1,6,2
126377612,12,34233,1970,1,1,2,2
126379205,27,55417,1947,2,1,2,1
126381320,6,94519,1941,1,1,5,1
126383000,42,18824,1930,1,1,2,2
126388889,28,39153,1955,1,1,1,2
126389855,19,50021,1946,2,1,2,1
126399998,17,61611,1933,2,1,2,2
126404228,41,97470,1987,2,1,1,
126423761,32,89052,1941,2,1,3,
126424007,19,50217,1967,1,1,2,1
126431258,51,23188,1959,1,1,5,1
126437702,45,29078,1952,2,2,2,1
126454028,49,84104,1953,2,1,2,
126458273,41,97601,1955,2,1,3,1
126465587,55,53045,1985,2,8,6,1
126469274,23,4901,1940,2,1,2,1
126471386,34,7456,1948,1,1,2,2
126478583,48,77577,1984,1,1,5,2
126490472,46,57501,1945,1,7,2,2
126504230,49,84604,1936,1,1,6,2
126504632,48,76571,1949,1,1,2,2
126506183,4,85207,1964,1,3,6,6
126511382,25,2351,1983,2,1,3,2
126512393,25,2351,1980,1,1,3,2
126518531,39,44720,1957,2,1,4,1
126555851,34,7731,1947,2,1,3,2
126566714,51,23238,1956,1,1,4,2
126574853,34,7630,1963,1,1,5,2
126575894,6,93550,1960,2,1,2,1
126579944,26,48823,1982,1,1,5,6
126580208,6,90247,1960,2,1,3,1
126584936,6,93711,1954,1,1,3,1
126589850,26,48911,1950,1,1,5,3
126589979,48,75402,1973,1,1,6,1
126591290,6,90605,1931,2,3,3,2
126591710,6,94505,1955,1,3,5,2
126598952,12,33138,1950,1,1,1,2
126611708,12,33068,1985,2,3,3,4
126624434,31,68131,1946,2,1,3,1
126632858,6,91401,1964,1,1,5,1
126637751,1,35068,1965,1,1,3,2
126642338,13,30117,1954,2,1,2,2
126643331,36,14228,1958,1,1,3,2
126654674,32,89081,1947,1,2,5,1
126657992,12,33331,1957,2,1,2,2
126658856,24,21701,1991,2,1,3,3
126665180,26,48813,1960,2,1,5,1
126670250,48,77845,1953,2,1,5,2
126672317,42,19018,1958,2,1,5,1
126674780,39,44312,1957,1,1,2,1
126678998,48,75022,1971,2,1,5,1
126682295,49,84075,1969,2,1,3,1
126690797,55,53149,1939,2,1,3,
126697493,29,63123,1949,1,1,6,2
126701021,12,34741,1948,1,1,5,2
126745892,34,7088,1974,1,2,4,2
126747143,53,98855,1960,2,1,5,2
126754910,45,29693,1952,1,1,4,
126756623,48,78209,1981,2,3,5,2
126769061,25,2136,1951,2,1,1,1
126775643,19,50170,1971,2,1,3,4
126855020,34,8080,1945,1,1,2,2
126867503,26,48161,1940,2,1,2,1
126872372,26,49512,1970,1,1,6,1
126883379,39,44470,1938,1,1,2,1
126917225,36,12477,1944,1,1,2,2
126926654,32,89147,1950,1,1,4,6
126938492,54,26415,1959,1,1,5,
126965066,12,33991,1962,1,1,2,1
126984992,53,98531,1986,2,1,4,1
127008404,47,38311,1969,2,2,2,1
127040336,9,6084,1989,1,1,3,1
127045304,9,6450,1973,2,7,3,1
127051232,21,41017,1992,2,1,3,3
127051973,11,20009,1965,2,1,6,1
127052645,8,80021,1987,1,1,3,1
127054334,26,49707,1941,1,1,2,2
127067612,42,17055,1954,2,1,4,2
127080434,42,19144,1950,1,2,3,1
127097258,12,34108,1962,2,1,2,2
127113773,6,95821,1952,2,1,2,1
127116359,31,68824,1965,2,1,6,2
127124417,39,43201,1950,2,5,5,1
127131182,48,77703,1952,1,2,3,
127131632,39,43725,1962,1,1,3,1
127137260,6,92587,1933,1,1,6,2
127137956,48,75503,1950,1,1,6,2
127147691,4,85132,1952,1,1,3,2
127153496,6,92399,1943,1,3,3,1
127155548,47,37877,1965,2,1,2,1
127156859,6,90802,1972,1,1,3,1
127169252,42,17584,1944,1,1,2,1
127169375,51,20147,1994,2,1,1,1
127176614,26,92262,1951,1,1,2,1
127178537,24,20743,1986,2,6,6,1
127199183,6,91316,1969,2,3,4,1
127203158,17,62675,1958,1,1,1,2
127205102,48,79235,1960,2,1,2,
127213718,5,72204,1953,2,2,3,
127225802,17,60638,1961,1,1,5,1
127235984,4,85254,1949,1,2,3,2
127252619,17,60585,1943,1,7,5,2
127254377,6,90069,1980,2,1,5,1
127300664,12,33168,1952,1,1,3,2
127310810,28,39648,1945,2,1,2,
127317887,45,29588,1945,1,1,3,2
127326521,13,31903,1947,1,1,2,2
127345676,17,61240,1974,1,1,3,1
127349156,26,48134,1933,2,1,3,1
127349432,6,95969,1948,1,1,2,2
127349729,21,42701,1935,1,1,6,2
127354814,41,97103,1957,1,2,3,1
127360070,17,60402,1950,2,1,2,1
127382246,4,85375,1942,1,1,2,2
127419101,18,46320,1967,2,3,5,1
127439198,8,80906,1944,1,1,6,2
127450853,22,70068,1953,2,1,2,2
127467743,12,33612,1963,1,1,2,2
127468505,29,64863,1945,1,1,4,2
127486538,12,32937,1933,1,1,5,1
127490456,42,17068,1959,1,1,2,2
127490891,36,12563,1962,1,1,2,2
127495448,37,27520,1960,2,1,5,4
127498169,24,21236,1959,1,1,2,2
127515503,12,34711,1966,2,1,5,2
127530194,53,98277,1937,1,1,3,2
127534514,17,60619,1976,1,2,5,1
127535249,6,95112,1980,2,4,5,
127536845,42,19124,1965,2,1,3,2
127539002,36,12944,1969,1,1,2,
127542983,16,83702,1942,2,1,2,1
127545443,25,2131,1943,2,1,2,1
127551815,33,3857,1956,1,2,2,2
127556402,48,75211,1954,1,1,3,1
127557392,54,25427,1943,1,1,2,2
127585820,18,47374,1950,1,1,6,7
127592108,33,3773,1973,2,1,3,2
127595327,51,23462,1957,1,1,2,2
127623185,12,32738,1957,1,2,4,1
127623578,45,29067,1968,2,2,1,1
127664246,42,18426,1956,2,1,5,1
127665431,42,18940,1929,1,1,2,2
127669862,12,32174,1988,2,1,4,2
127670990,8,80104,1963,1,1,5,2
127673222,18,46383,1992,1,1,3,6
127699046,27,55328,1977,2,4,5,1
127701491,9,6708,1949,2,1,3,1
127709366,6,91104,1970,2,1,2,1
127722740,48,78239,1961,2,3,2,1
127743701,48,75692,1968,2,1,2,2
127745675,48,77375,1950,1,5,6,1
127746938,33,3862,1960,1,1,6,7
127750604,39,43207,1964,1,1,4,1
127784558,36,11756,1955,2,1,3,2
127785920,5,72473,1962,1,1,3,4
127789676,6,93535,1969,2,3,2,3
127794527,51,22204,1982,2,1,5,1
127796312,8,80127,1945,1,1,5,2
127796774,19,52001,1975,1,3,2,1
127803275,29,65324,1952,2,1,3,1
