case_identifier,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,educ_baseline,presvote16post_2016
7097345,27,56331,1953,2,1,5,1
7103381,51,22192,1980,2,1,5,1
7105757,48,76134,1974,1,1,5,1
7108094,48,76502,1969,2,1,5,2
7108484,4,85348,1941,1,1,2,1
7111211,36,12538,1941,1,1,2,1
7114166,28,38654,1960,1,1,3,6
7114211,6,92037,1965,1,8,6,2
7115888,40,73120,1933,2,1,2,2
7116545,36,11374,1955,2,1,6,1
7116722,42,19522,1951,1,1,3,2
7120775,48,77027,1959,1,1,6,1
7123196,39,43402,1970,2,1,6,1
7124990,4,85041,1940,1,1,2,2
7129205,20,66839,1960,2,1,4,6
7133975,51,23228,1950,1,1,3,2
7138538,6,92065,1953,2,1,6,1
7139108,16,83703,1927,1,1,5,1
7145036,25,2472,1962,1,1,6,1
7145672,4,85629,1936,2,1,4,1
7147328,55,54022,1946,1,1,6,1
7147793,36,14469,1949,1,1,3,2
7150619,12,34229,1946,1,1,5,2
7151696,18,47006,1951,1,1,2,2
7163000,26,49862,1963,1,1,3,1
7167731,45,29073,1944,1,1,5,1
7167779,36,14572,1959,2,1,4,3
7173446,27,55112,1961,2,1,5,3
7174508,25,1730,1943,1,2,6,2
7174616,17,60060,1952,1,1,2,2
7175705,24,21114,1941,1,1,6,1
7176104,27,55710,1979,1,1,5,2
7179560,48,78628,1970,1,1,6,2
7180295,42,15014,1985,1,1,6,1
7180541,4,85901,1956,1,1,6,2
7180742,21,42366,1978,1,1,5,2
7181369,53,99016,1975,1,1,2,2
7181723,12,33461,1950,1,1,4,1
7184228,34,7090,1947,2,1,5,1
7184933,29,65026,1950,1,1,,2
7190807,5,72703,1940,1,1,2,2
7191407,48,79407,1970,1,1,5,2
7195112,26,48180,1958,1,1,2,2
7195811,1,35062,1934,1,1,6,1
7200755,12,30106,1970,2,3,5,1
7201940,12,32250,1948,1,1,5,2
7205339,6,95403,1943,1,1,5,1
7205729,51,24201,1956,1,1,2,2
7210940,42,17724,1937,2,1,2,2
7213580,41,97305,1940,1,1,3,2
7217276,13,30215,1946,2,1,2,2
7217453,6,91360,1933,2,1,2,2
7219424,6,93003,1979,1,1,6,6
7221770,12,32211,1963,1,1,3,2
7225211,55,53202,1954,1,1,6,1
7225301,55,54893,1975,2,1,2,4
7226315,48,76271,1953,2,1,3,1
7228472,26,48312,1959,1,1,3,2
7228844,45,29033,1960,1,1,5,1
7229177,39,45414,1951,1,1,6,2
7235489,19,52241,1955,1,1,5,1
7236719,6,91302,1957,1,1,3,1
7236959,46,57446,1956,1,1,2,6
7237163,6,92548,1973,1,1,4,2
7239488,53,98229,1975,2,1,5,1
7244537,18,46614,1968,1,1,3,1
7245023,6,90069,1959,1,1,3,1
7246118,25,2144,1949,2,1,2,1
7249286,6,92203,1946,1,1,6,2
7251437,27,55427,1948,1,1,6,2
7253435,18,47933,1964,1,1,6,1
7254104,33,3878,1955,1,1,5,1
7254224,47,37934,1945,1,1,5,
7259804,21,40059,1946,1,1,6,1
7262378,39,43551,1946,1,1,4,2
7262747,34,8822,1972,1,1,6,2
7264718,37,28557,1948,2,1,6,2
7266593,9,6611,1937,1,1,6,1
7270616,16,83702,1954,1,1,2,1
7270706,4,85745,1957,2,1,5,1
7271474,42,18411,1967,1,1,6,3
7273130,12,33431,1946,1,5,2,2
7274465,18,46405,1949,1,1,3,6
7277945,17,60655,1952,1,1,3,2
7278197,25,1960,1964,1,1,4,2
7279325,41,97224,1944,1,1,6,2
7280756,12,32217,1970,1,6,5,2
7281110,32,89012,1949,1,1,5,2
7286051,32,89178,1949,2,4,5,2
7289141,53,98008,1945,1,1,3,2
7293284,26,48152,1959,1,1,5,2
7297823,6,92069,1942,2,1,6,6
7301144,41,97229,1944,1,1,3,1
7306034,40,74107,1961,2,1,2,2
7308563,24,21046,1963,2,1,5,1
7308779,42,19390,1956,2,1,6,1
7312595,18,47720,1964,2,1,5,2
7314257,42,18249,1963,2,1,5,2
7314827,18,47129,1939,2,1,4,1
7315109,18,46989,1972,1,1,6,3
7321112,34,8087,1980,2,1,6,
7322333,4,85255,1956,1,1,5,2
7323338,29,64831,1958,1,1,2,1
7325537,48,78641,1962,1,1,5,1
7326977,6,93635,1954,2,1,5,1
7329428,6,94618,1967,1,8,6,6
7330355,39,43609,1963,2,1,2,2
7334402,17,61614,1956,1,1,6,2
7334810,42,17543,1965,2,1,3,2
7335194,55,53220,1979,2,6,6,1
7337291,29,63052,1968,1,1,6,3
7340291,36,11780,1965,1,1,4,2
7344302,12,33772,1966,2,1,2,
7344704,6,90254,1966,2,6,5,1
7345418,6,90291,1969,2,1,5,1
7346345,19,50063,1955,1,1,3,3
7349219,37,28409,1967,1,1,6,1
7351793,55,54656,1957,2,1,3,2
7351829,36,11432,1973,1,,3,4
7352822,48,76208,1958,2,1,4,2
7356467,54,25125,1972,2,1,2,2
7356890,4,85028,1962,2,1,5,2
7357475,6,94086,1954,2,1,6,1
7357499,36,10573,1952,2,1,6,1
7358732,45,29420,1964,2,1,5,1
7364465,27,56560,1961,1,1,5,1
7364504,29,65565,1951,2,1,5,2
7365959,13,30030,1971,2,1,5,1
7367534,21,40504,1949,1,1,2,2
7368041,39,44320,1949,1,2,3,1
7368848,1,35401,1950,1,2,2,1
7371023,35,87120,1932,2,1,5,1
7371569,34,8527,1943,1,1,2,2
7372379,25,1921,1955,2,1,5,1
7372616,6,95825,1947,2,1,2,6
7373213,27,55129,1936,1,1,3,1
7375949,12,33993,1968,2,1,5,1
7376348,41,97702,1964,1,1,3,2
7378502,41,97219,1969,2,1,5,1
7379972,55,54703,1953,1,1,5,1
7384556,6,92618,1967,1,1,5,1
7388366,48,78146,1947,2,1,2,1
7388900,42,15668,1964,1,1,6,2
7389290,39,43201,1972,1,1,6,1
7390724,25,1542,1940,1,1,3,2
7391852,42,18045,1948,2,1,6,2
7393520,51,23509,1983,1,1,3,2
7396079,25,2145,1958,2,1,2,2
7396280,48,76710,1969,2,1,3,2
7397597,37,28166,1966,1,6,3,2
7398842,42,19501,1973,2,1,2,1
7402013,36,14051,1967,1,1,3,2
7403000,17,60653,1984,2,2,4,1
7406255,36,11710,1968,2,1,6,1
7406399,17,60605,1970,1,1,6,2
7407275,48,75218,1940,2,1,2,1
7407983,12,33175,1948,2,3,6,1
7408859,8,80211,1948,2,1,6,1
7409201,6,95460,1965,2,1,5,1
7409651,12,34205,1931,2,1,2,3
7410740,45,29609,1961,1,1,2,2
7411688,39,43560,1968,1,1,3,1
7415981,6,94526,1949,2,1,4,1
7416134,9,6483,1942,2,1,2,2
7418147,4,85282,1963,1,1,5,3
7419422,26,49323,1982,1,1,5,1
7420034,6,93244,1959,1,1,3,2
7420328,48,77025,1957,1,1,6,1
7421393,36,10128,1959,2,1,5,1
7423403,48,78749,1953,2,3,3,2
7424150,12,32669,1951,1,1,5,2
7426103,49,84720,1956,2,3,3,2
7426754,34,7042,1949,1,1,6,1
7428284,44,2835,1937,1,1,6,6
7429331,36,13350,1946,2,1,3,1
7429604,36,14620,1963,2,1,6,1
7430267,13,30820,1955,1,1,2,1
7435469,37,27103,1935,1,1,2,1
7435910,44,2906,1953,1,1,5,1
7436807,41,97219,1972,1,1,6,1
7440620,48,79110,1968,1,1,5,2
7441304,34,8844,1963,1,6,6,2
7442843,13,30066,1969,2,1,6,2
7444490,17,60563,1965,1,1,3,1
7444715,37,27613,1975,1,1,4,3
7445078,4,85364,1957,1,1,5,2
7445621,39,43220,1963,1,1,3,1
7453655,39,44822,1959,1,1,5,2
7456010,27,55021,1954,1,1,6,2
7457237,6,64114,1947,2,2,6,1
7458752,42,15214,1967,1,1,6,2
7458770,26,48001,1934,2,1,2,2
7458908,39,44310,1972,2,1,6,1
7461314,34,8723,1971,1,1,5,3
7462004,41,97124,1950,2,1,5,1
7464185,17,61938,1945,1,1,1,2
7465553,25,1852,1968,2,1,5,1
7468967,42,18015,1944,1,1,2,
7470944,13,30019,1953,2,1,6,
7471067,42,15106,1963,2,1,3,2
7471268,32,89701,1962,2,1,3,2
7473713,12,33065,1953,2,1,2,2
7474118,48,78645,1947,2,1,3,1
7475456,55,54601,1962,1,1,3,2
7477928,5,71822,1965,1,1,3,2
7479782,6,91367,1942,1,1,6,1
7479794,48,76712,1957,1,1,6,1
7480088,51,22030,1961,1,1,6,1
7480853,12,34461,1953,1,1,3,2
7484513,26,48167,1946,2,1,3,1
7490972,6,93033,1956,1,3,3,1
7491932,8,81428,1951,1,1,4,3
7493087,51,20124,1974,2,1,5,1
7493195,8,80228,1964,1,1,3,1
7495247,35,87508,1974,2,1,5,1
7498634,12,33322,1952,2,1,3,
7498793,6,91941,1931,1,1,2,2
7501169,4,85302,1956,1,1,2,2
7502162,24,20854,1948,1,1,6,1
7503401,9,6770,1963,1,1,5,1
7509086,39,44643,1949,1,1,2,2
7512053,48,75040,1969,2,1,4,2
7523132,42,15701,1963,1,6,6,1
7523543,12,34292,1931,1,1,6,2
7526237,34,7452,1971,1,1,5,1
7526351,22,70005,1937,2,1,2,2
7526633,24,21043,1981,1,4,5,
7527236,23,4468,1962,1,1,6,1
7534913,45,29617,1963,1,1,4,2
7536221,12,32653,1938,1,1,3,2
7536308,6,92841,1966,1,4,4,1
7536647,26,49120,1972,1,7,3,2
7541423,12,33625,1949,2,2,2,1
7544075,53,98133,1945,2,1,5,2
7545413,27,55113,1974,1,2,6,1
7546745,42,19401,1981,2,1,2,1
7547573,6,90029,1967,1,1,5,1
7548596,49,84720,1965,1,1,5,5
7549280,36,12449,1937,1,1,2,2
7554629,17,60527,1960,2,3,5,1
7555541,6,92111,1949,1,1,5,2
7559459,19,52627,1960,2,1,2,1
7560059,48,79424,1960,1,1,6,2
7561352,4,85379,1948,1,3,4,2
7562222,53,99016,1977,1,1,3,2
7564052,36,12577,1941,1,1,5,2
7565453,6,94102,1975,1,4,5,2
7565504,53,98607,1969,1,2,4,1
7567763,5,72173,1955,1,7,3,2
7576118,36,10594,1950,1,1,3,2
7576955,39,44425,1956,1,1,5,2
7576967,39,45601,1986,1,1,3,1
7579388,41,97221,1971,1,3,5,6
7579871,26,49855,1979,1,1,3,2
7581704,25,1001,1960,1,1,3,2
7585436,51,22207,1950,1,1,6,1
7587113,53,99217,1955,1,1,3,1
7590818,23,4351,1953,1,1,1,1
7591574,36,12308,1961,1,5,6,1
7592270,8,80206,1953,1,1,6,1
7593446,39,44706,1941,1,1,2,1
7594715,45,29169,1956,2,5,4,1
7594982,39,44116,1952,1,1,6,2
7598786,51,20001,1978,1,1,6,1
7601690,6,92844,1941,1,1,2,6
7602344,4,85705,1968,1,3,6,1
7606289,26,49455,1952,2,1,5,1
7607138,55,54952,1954,1,1,4,1
7613147,40,73139,1935,2,1,3,2
7614179,37,28546,1954,1,1,5,2
7614293,36,11231,1969,1,4,5,1
7616252,41,97133,1956,1,1,4,2
7616909,48,78232,1949,2,1,3,1
7620884,8,80102,1944,1,1,2,2
7623542,6,92111,1948,2,1,4,2
7623797,23,4043,1958,2,1,5,1
7627073,39,45211,1953,2,1,5,2
7629086,13,30022,1973,1,1,5,2
7631624,37,27604,1958,1,2,5,
7633790,2,99515,1970,1,1,5,1
7637063,42,17777,1952,2,1,6,1
7638935,36,11747,1967,1,1,6,1
7639184,12,33176,1977,2,2,4,1
7641092,29,64155,1982,1,6,6,2
7644182,37,27511,1966,1,1,6,1
7649258,25,2673,1955,2,1,3,1
7651187,13,30215,1927,2,1,2,1
7651622,48,75216,1943,2,2,3,1
7654499,13,30312,1960,1,1,4,1
7655183,5,72209,1958,1,1,6,2
7657232,12,32308,1983,2,1,5,1
7657934,12,34434,1952,2,1,3,2
7659041,6,92264,1957,1,1,6,1
7659242,37,27127,1946,2,1,2,1
7659719,51,22066,1950,2,1,5,2
7662314,49,84601,1983,1,1,6,5
7663481,51,22102,1979,1,8,6,1
7663943,34,8110,1956,2,1,2,2
7667552,6,94704,1961,1,2,5,1
7668824,6,95403,1960,1,1,5,1
7672409,37,28078,1981,1,1,5,2
7674776,25,1040,1956,2,1,5,2
7676321,25,1906,1958,2,1,5,1
7678568,34,7751,1961,1,7,3,2
7678721,53,98006,1955,1,1,5,1
7678811,39,45013,1963,2,1,2,2
7679468,33,3813,1950,1,1,3,3
7679963,39,45251,1952,1,1,2,2
7682885,48,76040,1955,1,1,5,1
7683860,6,94112,1958,1,1,3,1
7684319,12,32034,1942,1,1,3,1
7685468,29,63110,1961,1,2,6,1
7686050,47,37073,1955,1,1,5,3
7686824,12,34293,1947,1,1,4,2
7687802,40,74429,1964,2,1,5,2
7688579,24,20832,1949,2,1,5,1
7690157,25,2180,1978,1,1,3,6
7695443,6,92843,1949,2,1,5,1
7696862,12,32128,1936,2,1,2,2
7697021,47,37043,1937,1,1,2,2
7699187,51,23075,1960,2,2,5,1
7701044,29,65806,1962,1,1,5,1
7701398,42,17406,1976,2,1,5,1
7703624,41,97405,1951,1,1,5,2
7704161,29,65559,1979,1,1,5,1
7704737,48,78114,1961,1,6,5,2
7707581,6,95688,1939,1,1,6,2
7707986,26,48642,1953,1,1,3,2
7710344,40,73132,1962,1,1,3,2
7712054,48,75904,1967,2,1,4,2
7713626,24,20866,1970,1,1,5,1
7714499,42,18020,1983,1,1,5,1
7716089,45,29801,1955,2,1,2,
7716968,48,77078,1976,2,2,4,1
7719317,45,29464,1982,1,1,6,2
7729280,6,91902,1960,2,6,3,1
7731626,55,53149,1977,1,1,5,2
7731749,37,27101,1943,1,2,3,1
7732286,48,76126,1957,1,1,5,1
7732313,12,32779,1952,1,1,5,1
7732748,6,91977,1955,2,3,3,1
7734605,36,11209,1961,1,1,2,2
7735016,36,11719,1973,1,1,5,2
7735208,51,20121,1960,1,1,4,2
7735649,47,37082,1961,1,1,2,2
7742174,6,95747,1973,1,1,5,1
7743095,54,24701,1954,1,2,5,1
7745354,17,62208,1955,1,1,3,1
7745450,17,60586,1960,1,1,6,2
7750058,8,80218,1971,2,1,3,1
7751306,12,33596,1952,2,1,2,2
7752395,36,13790,1960,1,1,2,1
7755602,48,75156,1960,2,1,2,1
7755644,25,1902,1943,2,1,4,1
7756058,48,77029,1949,2,1,3,2
7756787,8,80222,1959,1,2,3,1
7758761,25,1604,1959,1,1,5,2
7761275,36,14094,1948,1,1,5,3
7762154,36,10463,1981,2,1,6,1
7763450,44,2911,1948,1,1,6,1
7767722,12,33041,1949,1,1,6,1
7770590,48,75791,1961,1,1,6,2
7770734,48,76247,1959,1,1,5,1
7772318,39,45304,1950,2,1,3,2
7779197,48,76933,1966,1,1,3,2
7779515,20,66112,1956,2,2,4,2
7781711,12,32857,1960,1,1,3,1
7794017,51,22193,1969,1,1,3,2
7794599,42,17225,1975,1,1,2,1
7797860,6,91773,1986,2,1,6,1
7801358,34,7052,1980,2,1,6,1
7803398,16,83864,1974,1,1,3,5
7805126,48,78613,1973,2,1,5,1
7811807,6,92831,1966,1,4,6,1
7812077,6,90638,1985,2,1,4,3
7813208,25,2451,1971,2,4,5,1
7813517,17,60622,1984,2,1,5,1
7814924,42,18036,1949,1,1,3,3
7821194,42,17532,1976,2,1,5,1
7825961,25,2043,1976,2,1,6,1
7826267,24,20901,1959,2,1,5,1
7826915,30,59802,1978,1,5,3,6
7831088,36,10009,1969,2,1,5,1
7831664,6,94541,1970,2,1,5,1
7835210,39,44131,1982,2,1,6,1
7841756,25,1075,1986,2,1,5,1
7850399,26,48237,1951,1,1,6,2
7851998,42,19104,1968,2,2,5,1
7853987,39,43204,1984,1,1,4,1
7858076,17,60565,1983,1,1,5,1
7863809,25,2777,1968,1,1,4,3
7867547,34,8829,1986,2,1,6,2
7869365,39,44212,1983,2,1,5,1
7872038,49,84115,1981,1,1,5,4
7880384,26,49445,1949,1,1,6,1
7882160,17,61265,1985,2,1,5,1
7883201,41,97124,1980,2,3,3,1
7884449,8,80134,1973,1,1,5,1
7885298,17,60050,1962,2,1,3,1
7885994,42,18013,1985,2,1,3,6
7896590,48,77083,1978,2,2,5,1
7898393,6,92886,1965,2,7,6,1
7901336,6,94952,1977,1,1,5,4
7906214,55,53144,1985,2,1,5,1
7911236,34,7860,1964,2,1,2,1
7918004,42,17044,1963,1,1,2,2
7924433,47,38501,1968,1,1,2,2
7924466,34,7631,1983,1,1,5,4
7925117,36,10031,1977,1,7,6,1
7929227,42,15120,1977,2,1,3,1
7931612,47,38464,1982,2,1,5,1
7931858,39,43623,1979,2,2,4,2
7932956,34,7522,1986,2,2,3,1
7935605,26,48185,1978,2,1,2,2
7937441,8,80033,1967,2,1,3,1
7940858,44,2878,1986,1,1,5,1
7941056,24,21804,1975,2,1,3,2
7942421,46,57435,1941,2,1,5,1
7946447,24,21403,1960,1,1,5,3
7950908,36,11365,1966,1,1,6,1
7955090,1,35803,1963,1,1,5,2
7956179,48,78735,1966,1,1,5,1
7959446,53,98258,1959,2,1,2,2
7962485,53,98053,1950,1,1,5,1
7964201,12,32751,1969,1,1,5,2
7964513,37,28428,1951,2,1,4,1
7973843,17,60544,1969,2,1,6,7
7983788,24,20712,1945,1,2,6,1
7989095,12,32060,1951,2,1,2,2
7996580,6,92583,1944,1,1,5,2
8001836,6,95355,1945,2,1,3,1
33004307,36,11722,1948,1,1,5,1
33007283,28,39402,1965,1,1,3,2
33007673,17,60657,1974,1,6,5,2
33009887,25,1876,1986,1,1,5,1
33013367,54,25705,1955,1,1,2,1
33014735,26,48433,1954,1,1,5,1
33015350,6,95124,1958,1,7,6,2
33016793,39,44130,1966,1,1,5,2
33021020,36,13207,1950,1,1,2,2
33023873,48,77079,1974,1,1,2,
33028901,8,80634,1963,1,1,5,1
33034148,39,45014,1949,1,1,4,1
33036269,34,8558,1971,2,1,6,1
33036569,4,85248,1933,1,1,5,4
33037109,6,92127,1962,1,,5,2
33040865,6,94533,1953,2,1,5,1
33041357,6,94619,1941,1,1,6,4
33041816,8,80211,1954,2,1,6,1
33042239,51,22310,1948,1,1,5,2
33044558,25,2114,1968,2,1,6,1
33055760,12,32765,1960,1,1,4,1
33061931,6,91702,1976,1,3,5,3
33066731,42,19102,1928,2,3,6,1
33068651,1,35213,1950,2,1,3,2
33071072,12,33331,1944,2,1,2,2
33073337,6,92201,1927,1,1,3,1
33073877,6,95327,1937,2,1,6,1
33077801,6,95618,1967,1,1,6,1
33078497,6,90025,1956,1,1,2,2
33080222,12,33901,1971,1,1,6,1
33080510,55,54016,1948,1,1,5,1
33081416,17,62704,1956,1,1,4,2
33084593,48,77581,1949,2,1,5,1
33086825,12,33073,1943,1,1,3,1
33088019,48,75228,1965,1,3,5,1
33088127,37,27360,1952,1,1,5,1
33091139,17,60914,1941,2,1,3,6
33091163,22,70001,1975,1,1,6,1
33093926,6,95608,1953,1,1,4,2
33096266,12,34287,1932,1,1,2,2
33098150,48,76012,1965,1,2,6,1
33101600,34,7410,1970,1,1,6,1
33102269,17,60649,1955,2,2,5,1
33104687,41,97219,1985,1,6,5,1
33107999,6,92661,1932,1,1,6,1
33108338,42,15650,1943,2,1,2,1
33109370,26,49221,1963,1,1,3,1
33112586,28,39307,1948,1,1,2,2
33114224,53,98230,1949,1,1,3,2
33114947,51,23236,1967,1,2,5,1
33115829,42,18229,1952,2,1,6,2
33116579,12,32804,1953,1,1,5,1
33118886,55,53533,1948,2,1,5,1
33121919,39,45208,1980,2,1,5,1
33124700,13,30033,1969,1,1,6,1
33125657,37,28215,1953,2,3,5,1
33127982,6,95322,1955,1,3,2,1
33130787,39,44333,1959,1,1,6,1
33131387,6,95687,1938,2,1,3,1
33131555,6,94306,1934,1,1,5,1
33132125,39,44302,1964,2,1,4,1
33132407,33,3753,1940,1,1,6,2
33135971,12,34748,1937,2,1,4,1
33138791,6,94115,1936,1,1,5,1
33139001,39,43728,1949,2,1,6,3
33139040,6,90210,1955,2,1,5,1
33139796,41,97068,1943,1,1,5,1
33139889,48,78209,1944,1,3,6,1
33140612,4,85283,1948,2,2,3,2
33141890,49,84604,1960,1,1,6,1
33143312,36,14222,1938,1,1,6,1
33147350,55,53704,1974,2,1,5,1
33148886,12,33073,1964,1,1,3,2
33149246,6,93705,1966,1,1,3,1
33151508,17,60302,1954,1,2,6,1
33151799,24,20603,1956,2,1,4,1
33151871,53,98374,1964,1,1,3,2
33152888,27,55441,1953,2,1,5,2
33154568,29,65109,1949,1,1,6,1
33155462,53,98365,1946,2,1,6,1
33160868,54,25401,1955,2,2,5,1
33162452,23,4102,1985,2,2,5,1
33164006,8,80516,1966,2,1,5,1
33166904,55,53202,1970,2,1,6,1
33168563,12,32501,1948,1,1,3,
33170063,6,92648,1980,1,1,5,2
33170861,26,48192,1956,2,1,2,1
33171491,17,60440,1947,2,1,2,1
33185063,53,98208,1942,1,1,3,1
33187103,12,34231,1948,2,1,3,1
33190766,6,91902,1949,1,1,6,1
33195371,29,65711,1954,2,1,3,1
33197696,4,85013,1964,1,3,5,2
33198887,26,2155,1986,1,1,5,1
33199184,8,80516,1952,2,1,6,1
33201764,17,61081,1983,2,1,3,1
33202007,23,4090,1982,2,1,5,1
33204035,8,80601,1980,2,1,6,1
33204239,27,55421,1985,1,1,4,1
33205718,6,95014,1989,2,1,4,3
33206312,55,53965,1972,2,1,2,1
33207869,8,80127,1981,2,1,6,2
33208979,51,22039,1957,2,1,6,1
33211163,51,20164,1967,1,1,6,2
33212504,40,74059,1982,1,1,5,1
33212720,37,27610,1949,1,1,5,2
33213617,25,2138,1959,1,1,6,1
33214013,53,99301,1963,2,1,4,6
33214244,42,18104,1955,1,1,6,2
33216812,16,83301,1942,2,1,6,1
33219122,6,95630,1964,1,1,5,2
33219263,18,47203,1959,1,1,3,1
33219836,37,28412,1964,2,1,3,4
33220376,18,46202,1941,2,1,6,1
33220895,17,60626,1975,1,1,6,1
33221255,6,92285,1934,1,1,5,1
33222017,6,93614,1941,1,1,3,2
33223556,53,98002,1932,1,1,4,1
33226310,4,85737,1943,1,2,6,2
33226703,6,90025,1937,2,1,3,1
33227558,18,46123,1951,2,1,2,2
33228584,39,43202,1946,1,2,6,1
33229337,49,84332,1945,1,1,5,1
33229478,26,49461,1948,1,1,2,1
33230342,35,88203,1953,1,6,4,2
33233084,20,66205,1937,2,1,2,2
33234680,12,33012,1966,1,7,5,1
33234836,12,33029,1953,1,1,2,2
33237125,6,95765,1961,1,1,6,2
33237152,12,32903,1938,1,1,6,2
33239051,48,78610,1970,1,1,3,
33239993,17,60630,1946,2,1,2,1
33240092,42,16803,1965,1,1,6,1
33241088,12,33027,1981,2,1,5,1
33242165,48,76244,1974,2,1,5,2
33242258,48,75238,1969,2,1,5,1
33242555,39,45327,1977,1,1,5,1
33244814,12,33441,1991,2,1,3,1
33245756,27,55117,1966,1,1,5,3
33248024,36,14816,1951,1,1,1,2
33249245,47,37190,1947,1,1,1,
33250433,8,80220,1956,2,1,5,2
33253649,39,43616,1987,1,1,5,1
33255854,8,80218,1963,1,1,6,1
33258053,41,97477,1972,1,1,5,2
33260852,17,60081,1967,2,1,6,6
33262355,6,95628,1965,1,6,3,1
33263423,17,60417,1973,1,1,6,3
33264017,29,64118,1958,2,1,5,1
33265217,42,17003,1976,1,1,4,1
33265487,36,10011,1973,2,1,3,1
33267086,42,15220,1951,2,1,6,1
33269564,42,15668,1972,1,1,6,1
33270455,26,48623,1977,2,1,3,1
33272879,12,32735,1951,1,1,2,2
33273287,48,77077,1954,2,1,5,2
33273701,42,17067,1949,1,1,5,2
33273983,12,32725,1948,1,1,3,1
33275597,48,70510,1959,2,1,4,1
33275894,56,82801,1940,2,1,5,1
33276338,6,92126,1959,2,6,6,1
33280331,23,4967,1958,1,1,6,2
33281411,35,87123,1955,2,1,3,2
33282230,55,53711,1967,1,1,6,1
33285701,12,32257,1941,1,1,2,1
33286319,6,94086,1956,2,4,5,2
33288299,48,75044,1942,2,1,3,1
33290462,40,73160,1939,1,1,3,2
33290732,12,33881,1947,1,1,3,2
33293489,4,85351,1948,2,1,3,1
33294374,51,22903,1961,2,1,3,2
33294602,24,21224,1980,1,1,5,1
33295283,44,2920,1965,1,1,3,1
33295730,51,22802,1962,2,1,5,1
33296036,51,23059,1977,2,1,6,1
33297764,36,10031,1963,1,1,3,1
33299726,29,63031,1960,1,1,6,2
33300107,51,23608,1953,2,2,5,1
33305519,53,98006,1955,1,1,2,1
33307574,39,45734,1951,1,1,3,2
33309809,12,32087,1960,1,1,5,2
33310394,51,23223,1968,1,3,6,1
33310898,17,60438,1947,2,1,3,1
33312698,6,91351,1956,1,1,3,2
33313082,49,84604,1935,1,1,5,2
33314180,13,30004,1957,1,1,6,2
33316928,6,93711,1948,1,1,3,2
33317978,6,93550,1953,2,1,5,1
33319862,13,30189,1960,2,1,5,2
33321518,51,20111,1971,1,1,6,2
33322439,24,21740,1949,2,1,5,2
33324698,6,92325,1951,1,1,2,2
33325055,51,22408,1974,2,2,5,1
33326681,51,22551,1967,2,1,3,1
33326951,6,95687,1960,1,1,5,2
33327374,17,61032,1979,1,1,5,2
33327590,33,3254,1949,2,1,5,1
33334691,6,92024,1953,2,1,5,1
33336791,51,23113,1977,2,1,6,1
33336884,51,23113,1946,1,1,5,2
33340829,36,10464,1964,1,1,6,1
33341630,42,18337,1957,2,1,6,1
33343088,6,94044,1969,1,1,5,1
33345008,8,80005,1966,2,1,3,1
33346010,12,33703,1943,1,1,5,2
33348110,12,33021,1945,1,3,4,2
33349505,22,70056,1960,1,1,2,2
33351857,42,18801,1951,2,1,6,2
33352421,36,10980,1966,2,1,5,1
33353651,47,38558,1955,1,1,3,2
33355292,6,93591,1961,2,6,3,1
33355667,42,18042,1973,1,1,2,1
33355796,53,99224,1935,2,1,3,1
33355949,39,45230,1933,2,1,5,1
33358319,42,15557,1952,1,1,5,1
33359873,13,30075,1965,1,1,3,1
33360731,25,1906,1983,2,1,6,1
33363020,55,53098,1965,1,1,5,2
33364538,48,75254,1962,1,1,5,
33364616,32,89801,1952,1,7,3,1
33367736,53,98115,1972,1,6,6,3
33369644,51,23227,1949,2,2,3,1
33370853,53,99336,1953,2,1,6,1
33372584,6,90503,1974,1,1,5,1
33373064,13,30339,1935,2,1,3,2
33373616,53,98028,1948,2,1,5,6
33375959,48,76657,1983,2,1,6,2
33376817,6,93534,1967,1,1,3,2
33376964,42,19130,1974,2,1,5,4
33377219,42,15642,1974,1,1,3,1
33379232,48,78741,1967,2,1,6,1
33382334,19,50265,1983,1,1,5,1
33383477,13,30030,1960,2,1,6,1
33384071,5,72650,1952,1,1,2,
33385139,13,30152,1939,1,3,6,2
33386720,28,39156,1964,1,1,2,2
33387755,47,37135,1948,1,1,5,1
33388373,41,97206,1968,1,1,3,1
33388403,53,98115,1975,1,1,6,6
33388961,39,44067,1973,1,1,5,1
33390626,13,30047,1969,2,2,3,1
33391079,4,85302,1936,1,1,3,1
33391337,55,54658,1952,1,1,2,1
33391463,16,83406,1933,2,1,3,1
33392306,9,6424,1967,2,2,6,4
33392717,6,92040,1962,1,1,4,6
33394460,39,44129,1963,1,1,4,2
33395045,55,53517,1969,1,1,3,1
33396656,5,72209,1933,1,1,2,2
33397211,19,51560,1955,1,1,4,3
33397604,54,25938,1967,1,1,2,2
33398378,5,72455,1961,1,1,5,5
33400142,18,47905,1977,2,1,6,1
33400691,45,29730,1958,2,7,3,1
33401417,21,40502,1982,2,1,6,1
33401849,36,13039,1943,1,1,4,2
33402746,42,19362,1939,2,1,2,2
33402845,15,96815,1962,1,3,5,1
33402908,18,46208,1963,1,1,3,2
33405281,41,97219,1967,2,1,6,1
33408311,36,12186,1957,2,1,3,1
33410399,29,64019,1960,2,1,2,1
33410531,53,98225,1965,1,3,4,1
33415781,6,91767,1975,2,4,3,6
33416495,6,94087,1951,1,1,3,1
33416813,29,63119,1961,2,1,6,2
33420263,39,44143,1955,2,1,4,1
